,model,data,ticker,timeframe,datasize,MAPE,DirecAccuracy,MSE
847,KNNwithIndicators,jump_diffusion,BIRET.BO,hourly,56,0.005944342616307713,0.5892857142857143,4.4887838592504155
848,KNNwithIndicators,jump_diffusion,DLF.NS,hourly,56,0.06169719226336597,0.5178571428571429,2286.942232465959
849,KNNwithIndicators,jump_diffusion,EMBASSY.BO,hourly,56,0.08397395516842303,0.39285714285714285,980.4155754331448
850,KNNwithIndicators,jump_diffusion,GC=F,hourly,315,0.003806432842558491,0.5365079365079365,215.58305047000098
851,KNNwithIndicators,jump_diffusion,GODREJPROP.NS,hourly,56,0.015325406093993197,0.48214285714285715,10096.942653074835
852,KNNwithIndicators,jump_diffusion,GOOGL,hourly,188,0.007213723249963213,0.4734042553191489,0.6110632877742314
853,KNNwithIndicators,jump_diffusion,LODHA.NS,hourly,56,0.02378237859404559,0.5892857142857143,3189.5269730211194
854,KNNwithIndicators,jump_diffusion,META,hourly,188,0.014559435002130552,0.526595744680851,89.46991959173991
855,KNNwithIndicators,jump_diffusion,MINDSPACE.BO,hourly,56,0.014089762128786749,0.5357142857142857,62.27035926101111
856,KNNwithIndicators,jump_diffusion,MSFT,hourly,188,0.008128630207455552,0.48936170212765956,28.71931977720233
857,KNNwithIndicators,jump_diffusion,NVDA,hourly,188,0.021688851028728244,0.4946808510638298,3.3177871398606738
858,KNNwithIndicators,jump_diffusion,NXST.BO,hourly,56,0.012850360923318831,0.44642857142857145,4.919129329656471
859,KNNwithIndicators,jump_diffusion,OBEROIRLTY.NS,hourly,56,0.014460279676480324,0.5178571428571429,745.132672480926
860,KNNwithIndicators,jump_diffusion,^DJI,hourly,54,0.004664673926108436,0.5740740740740741,38872.01162816028
861,KNNwithIndicators,jump_diffusion,^GSPC,hourly,54,0.011709512811284826,0.42592592592592593,9991.571417820252
862,KNNwithIndicators,jump_diffusion,^N225,hourly,55,0.011253960215425336,0.5636363636363636,166625.05536317252
863,KNNwithIndicators,jump_diffusion,^NSEI,hourly,56,0.0081581765853069,0.44642857142857145,95324.17894158479
864,LGBMTunedwithClose,data,AAPL,daily,67,0.03302897622897503,0.5671641791044776,61.44864085280691
865,LGBMTunedwithClose,data,BIRET.BO,daily,68,0.04132504655861908,0.4852941176470588,207.64101435548037
866,LGBMTunedwithClose,data,DLF.NS,daily,68,0.02466241366672217,0.4852941176470588,517.8137894342484
867,LGBMTunedwithClose,data,EMBASSY.BO,daily,68,0.018367487228386728,0.47058823529411764,67.21562568458066
868,LGBMTunedwithClose,data,GC=F,daily,69,0.11633048475038121,0.5362318840579711,157107.7548449014
869,LGBMTunedwithClose,data,GODREJPROP.NS,daily,68,0.020424288089947184,0.6029411764705882,3486.332681077114
870,LGBMTunedwithClose,data,GOOGL,daily,67,0.018382105334887062,0.5373134328358209,15.035816597507237
871,LGBMTunedwithClose,data,LODHA.NS,daily,68,0.023225010182088862,0.5735294117647058,1698.4149293996022
872,LGBMTunedwithClose,data,META,daily,67,0.03686023889368293,0.5074626865671642,708.2791647649196
873,LGBMTunedwithClose,data,MINDSPACE.BO,daily,68,0.07780003278867853,0.5441176470588235,1320.7097428674867
874,LGBMTunedwithClose,data,MSFT,daily,67,0.04937662002536932,0.5223880597014925,788.301740029343
875,LGBMTunedwithClose,data,NVDA,daily,67,0.05272052707175703,0.40298507462686567,80.96585149545662
876,LGBMTunedwithClose,data,NXST.BO,daily,68,0.015082428506636256,0.39705882352941174,6.544629272496602
877,LGBMTunedwithClose,data,OBEROIRLTY.NS,daily,68,0.022974444316778028,0.47058823529411764,2844.544172967032
878,LGBMTunedwithClose,data,^DJI,daily,67,0.014086033668693414,0.43283582089552236,811400.1564265745
879,LGBMTunedwithClose,data,^GSPC,daily,67,0.01622844555352518,0.4925373134328358,16752.11678472517
880,LGBMTunedwithClose,data,^N225,daily,65,0.017910973671481912,0.49230769230769234,737240.8254056559
881,LGBMTunedwithClose,data,^NSEI,daily,67,0.00984709388519856,0.5074626865671642,93047.42683582786
882,LGBMTunedwithClose,data,AAPL,hourly,188,0.0026561409989892615,0.526595744680851,0.7470092729918786
883,LGBMTunedwithClose,data,BIRET.BO,hourly,56,0.0032783523356035783,0.42857142857142855,1.4630759681478185
884,LGBMTunedwithClose,data,DLF.NS,hourly,56,0.0034262382575328304,0.5357142857142857,13.7808585397701
885,LGBMTunedwithClose,data,EMBASSY.BO,hourly,56,0.0025139497950957775,0.48214285714285715,2.0351108360731756
886,LGBMTunedwithClose,data,GC=F,hourly,315,0.0015091576061138881,0.4984126984126984,42.31376814053412
887,LGBMTunedwithClose,data,GODREJPROP.NS,hourly,56,0.005631508044104279,0.5535714285714286,271.0971624037815
888,LGBMTunedwithClose,data,GOOGL,hourly,188,0.003540919925239622,0.4787234042553192,2.000987312852864
889,LGBMTunedwithClose,data,LODHA.NS,hourly,56,0.0041397750299232905,0.48214285714285715,47.56655035134141
890,LGBMTunedwithClose,data,META,hourly,188,0.005462930865281587,0.5319148936170213,31.33421429200874
891,LGBMTunedwithClose,data,MINDSPACE.BO,hourly,56,0.003391637653755506,0.48214285714285715,2.9904980119187483
892,LGBMTunedwithClose,data,MSFT,hourly,188,0.027451231503279685,0.5425531914893617,200.70408146291638
893,LGBMTunedwithClose,data,NVDA,hourly,188,0.07354772975105979,0.48936170212765956,161.4239525814908
894,LGBMTunedwithClose,data,NXST.BO,hourly,56,0.0025796941809493367,0.44642857142857145,0.27554067776830304
895,LGBMTunedwithClose,data,OBEROIRLTY.NS,hourly,56,0.0064168258528085765,0.44642857142857145,209.92115232075415
896,LGBMTunedwithClose,data,^DJI,hourly,54,0.001826591396030218,0.5555555555555556,10533.726470727983
897,LGBMTunedwithClose,data,^GSPC,hourly,54,0.020184143451277458,0.5925925925925926,16486.09492802468
898,LGBMTunedwithClose,data,^N225,hourly,55,0.0025056901181424534,0.509090909090909,15630.236294962791
899,LGBMTunedwithClose,data,^NSEI,hourly,56,0.0038307703744086033,0.6071428571428571,17134.883624831004
900,LGBMTunedwithClose,gbm,AAPL,daily,67,0.030003334690448708,0.4626865671641791,0.27344267981840764
901,LGBMTunedwithClose,gbm,BIRET.BO,daily,68,0.060166711841911386,0.5,351.82317689843507
902,LGBMTunedwithClose,gbm,DLF.NS,daily,68,0.021979482604338716,0.5441176470588235,1.1851464718010485
903,LGBMTunedwithClose,gbm,EMBASSY.BO,daily,68,0.03905032247031974,0.47058823529411764,876.2141292947874
904,LGBMTunedwithClose,gbm,GC=F,daily,69,0.014823349264807679,0.5217391304347826,1467.8336952245388
905,LGBMTunedwithClose,gbm,GODREJPROP.NS,daily,68,0.021099865129355487,0.5588235294117647,70.46252721646809
906,LGBMTunedwithClose,gbm,GOOGL,daily,67,0.018782271170470193,0.43283582089552236,0.13187077000425876
907,LGBMTunedwithClose,gbm,LODHA.NS,daily,68,0.235144850109283,0.6323529411764706,2109187.601841446
908,LGBMTunedwithClose,gbm,META,daily,67,0.02464689188197118,0.5373134328358209,1.3491220034503817
909,LGBMTunedwithClose,gbm,MINDSPACE.BO,daily,68,0.009302701008280729,0.3382352941176471,15.159533151516227
910,LGBMTunedwithClose,gbm,MSFT,daily,67,0.017865099347656833,0.47761194029850745,502.5309245010655
911,LGBMTunedwithClose,gbm,NVDA,daily,67,0.23698609507525856,0.47761194029850745,9788.070557278359
912,LGBMTunedwithClose,gbm,NXST.BO,daily,68,0.03281494028701418,0.5147058823529411,37.97046272302227
913,LGBMTunedwithClose,gbm,OBEROIRLTY.NS,daily,68,0.019400378623281953,0.5147058823529411,33.6810968704297
914,LGBMTunedwithClose,gbm,^DJI,daily,67,0.009249006688049576,0.43283582089552236,90060.85875291281
915,LGBMTunedwithClose,gbm,^GSPC,daily,67,0.011272194243929126,0.5970149253731343,329.2823192004607
916,LGBMTunedwithClose,gbm,^N225,daily,65,0.011019458715433614,0.6,99605.07691955718
917,LGBMTunedwithClose,gbm,^NSEI,daily,67,0.009707989799857344,0.43283582089552236,10058.682969799243
918,LGBMTunedwithClose,gbm,AAPL,hourly,188,0.005558323522795536,0.5106382978723404,2.7973981027054857
919,LGBMTunedwithClose,gbm,BIRET.BO,hourly,56,0.0037104167364421753,0.5357142857142857,1.0615111821247278
920,LGBMTunedwithClose,gbm,DLF.NS,hourly,56,0.006110602757344297,0.5,12.476530813789234
921,LGBMTunedwithClose,gbm,EMBASSY.BO,hourly,56,0.004993173165585297,0.44642857142857145,15.026894946347207
922,LGBMTunedwithClose,gbm,GC=F,hourly,315,0.002033452020179862,0.5365079365079365,106.34592806630398
923,LGBMTunedwithClose,gbm,GODREJPROP.NS,hourly,56,0.008360028553385728,0.5357142857142857,1436.0777863614342
924,LGBMTunedwithClose,gbm,GOOGL,hourly,188,0.004484861207776746,0.48404255319148937,0.1821691323679264
925,LGBMTunedwithClose,gbm,LODHA.NS,hourly,56,0.010487452940256057,0.42857142857142855,292.65389441322833
926,LGBMTunedwithClose,gbm,META,hourly,188,0.00922806774223919,0.5319148936170213,28.040806163122824
927,LGBMTunedwithClose,gbm,MINDSPACE.BO,hourly,56,0.005218723157005286,0.4107142857142857,2.8332118038286027
928,LGBMTunedwithClose,gbm,MSFT,hourly,188,0.00468452584851721,0.4574468085106383,31.509603803861406
929,LGBMTunedwithClose,gbm,NVDA,hourly,188,0.018705800903812155,0.48404255319148937,1.8516392653452023
930,LGBMTunedwithClose,gbm,NXST.BO,hourly,56,0.008824425812533078,0.48214285714285715,1.0755420257413912
931,LGBMTunedwithClose,gbm,OBEROIRLTY.NS,hourly,56,0.038016135603088065,0.5357142857142857,12153.989250989815
932,LGBMTunedwithClose,gbm,^DJI,hourly,54,0.003041532412215256,0.5370370370370371,25476.3223277104
933,LGBMTunedwithClose,gbm,^GSPC,hourly,54,0.003150996608016101,0.5,404.25698172730796
934,LGBMTunedwithClose,gbm,^N225,hourly,55,0.003605013815595089,0.6181818181818182,23790.86438354832
935,LGBMTunedwithClose,gbm,^NSEI,hourly,56,0.002745403696105517,0.35714285714285715,5699.214902051616
936,LGBMTunedwithClose,gbm_nl,AAPL,daily,67,0.041887158794173804,0.44776119402985076,0.6775285391180381
937,LGBMTunedwithClose,gbm_nl,BIRET.BO,daily,68,0.013119181550241955,0.5441176470588235,12.931916129553402
938,LGBMTunedwithClose,gbm_nl,DLF.NS,daily,68,0.03216408665641891,0.6176470588235294,0.06780055520652606
939,LGBMTunedwithClose,gbm_nl,EMBASSY.BO,daily,68,0.02338926206799199,0.47058823529411764,148.2764179809711
940,LGBMTunedwithClose,gbm_nl,GC=F,daily,69,0.03557487360205162,0.42028985507246375,2915.291635221926
941,LGBMTunedwithClose,gbm_nl,GODREJPROP.NS,daily,68,0.024583023968124076,0.6029411764705882,3077.2763861264916
942,LGBMTunedwithClose,gbm_nl,GOOGL,daily,67,0.037329498679863585,0.582089552238806,0.4449208240255217
943,LGBMTunedwithClose,gbm_nl,LODHA.NS,daily,68,0.026899420347939067,0.5735294117647058,1974.3410976657415
944,LGBMTunedwithClose,gbm_nl,META,daily,67,0.025192969074395978,0.44776119402985076,47.68910605388962
945,LGBMTunedwithClose,gbm_nl,MINDSPACE.BO,daily,68,0.008942099876054621,0.4117647058823529,14.639289485882973
946,LGBMTunedwithClose,gbm_nl,MSFT,daily,67,0.14878853462387584,0.43283582089552236,447.1455838132238
947,LGBMTunedwithClose,gbm_nl,NVDA,daily,67,0.02862742938509318,0.47761194029850745,4.100161509997103e-05
948,LGBMTunedwithClose,gbm_nl,NXST.BO,daily,68,0.028356489881658252,0.5147058823529411,29.86270867413525
949,LGBMTunedwithClose,gbm_nl,OBEROIRLTY.NS,daily,68,0.04465154805649465,0.45588235294117646,4418.116770532802
950,LGBMTunedwithClose,gbm_nl,^DJI,daily,67,0.029882016605960314,0.4626865671641791,1058264.9698843232
951,LGBMTunedwithClose,gbm_nl,^GSPC,daily,67,0.009938642473824004,0.5223880597014925,1316.7477919067658
952,LGBMTunedwithClose,gbm_nl,^N225,daily,65,0.014307539592144996,0.46153846153846156,789781.3274429729
953,LGBMTunedwithClose,gbm_nl,^NSEI,daily,67,0.012416963068338846,0.44776119402985076,117441.64993306219
954,LGBMTunedwithClose,gbm_nl,AAPL,hourly,188,0.00333316269327164,0.4574468085106383,0.4477837653454849
955,LGBMTunedwithClose,gbm_nl,BIRET.BO,hourly,56,0.004413935927776243,0.5357142857142857,4.436994275330089
956,LGBMTunedwithClose,gbm_nl,DLF.NS,hourly,56,0.0077879261130315135,0.42857142857142855,34.65270714438746
957,LGBMTunedwithClose,gbm_nl,EMBASSY.BO,hourly,56,0.00419228276486088,0.44642857142857145,3.833052212998063
958,LGBMTunedwithClose,gbm_nl,GC=F,hourly,315,0.005384389259774693,0.5079365079365079,798.9021499490016
959,LGBMTunedwithClose,gbm_nl,GODREJPROP.NS,hourly,56,0.022139971353968915,0.4642857142857143,9962.455271536184
960,LGBMTunedwithClose,gbm_nl,GOOGL,hourly,188,0.004497367812504904,0.5,1.306884506422634
961,LGBMTunedwithClose,gbm_nl,LODHA.NS,hourly,56,0.009095551457015823,0.5,91.22040841943178
962,LGBMTunedwithClose,gbm_nl,META,hourly,188,0.009591591854931289,0.48404255319148937,63.18894055166638
963,LGBMTunedwithClose,gbm_nl,MINDSPACE.BO,hourly,56,0.0055712243246970146,0.5535714285714286,14.152345082133154
964,LGBMTunedwithClose,gbm_nl,MSFT,hourly,188,0.008423590849580375,0.5212765957446809,6.255826050402416
965,LGBMTunedwithClose,gbm_nl,NVDA,hourly,188,0.011500961840554857,0.48404255319148937,0.02467945269201621
966,LGBMTunedwithClose,gbm_nl,NXST.BO,hourly,56,0.015719805361062468,0.5178571428571429,17.6884434249506
967,LGBMTunedwithClose,gbm_nl,OBEROIRLTY.NS,hourly,56,0.006928508029466806,0.44642857142857145,200.66292126935377
