,model,data,ticker,timeframe,datasize,MAPE,DirecAccuracy,MSE
43,ElasticNetTunedwithClose,gbm,LODHA.NS,daily,68,0.028410506848284785,0.45588235294117646,31315.28744679504
44,ElasticNetTunedwithClose,gbm,META,daily,67,0.021132342642822023,0.5074626865671642,0.8236923013232549
45,ElasticNetTunedwithClose,gbm,MINDSPACE.BO,daily,68,0.007845529878097321,0.4264705882352941,8.870512256703591
46,ElasticNetTunedwithClose,gbm,MSFT,daily,67,0.015183722419591329,0.43283582089552236,378.4891733731824
47,ElasticNetTunedwithClose,gbm,NVDA,daily,67,0.029634394505074522,0.5671641791044776,234.73348365956122
48,ElasticNetTunedwithClose,gbm,NXST.BO,daily,68,0.009735276677787206,0.5,3.848219877915554
49,ElasticNetTunedwithClose,gbm,OBEROIRLTY.NS,daily,68,0.018784630882743538,0.47058823529411764,29.53192316102809
50,ElasticNetTunedwithClose,gbm,^DJI,daily,67,0.008850056033342588,0.44776119402985076,83404.32361136655
51,ElasticNetTunedwithClose,gbm,^GSPC,daily,67,0.009977881144763251,0.5074626865671642,263.406587489141
52,ElasticNetTunedwithClose,gbm,^N225,daily,65,0.01056745105328331,0.6153846153846154,93566.8359117276
