Datetime,Close
2023-07-14 04:45:00+00:00,262.4003862668912
2023-07-14 05:45:00+00:00,263.92505030305114
2023-07-14 06:45:00+00:00,263.97615514296456
2023-07-14 07:45:00+00:00,263.8734511623803
2023-07-14 08:45:00+00:00,263.55045765003115
2023-07-14 09:45:00+00:00,263.008336265545
2023-07-17 03:45:00+00:00,264.494521858767
2023-07-17 04:45:00+00:00,265.0891442238306
2023-07-17 05:45:00+00:00,264.6030138312092
2023-07-17 06:45:00+00:00,265.5344902286565
2023-07-17 07:45:00+00:00,266.06906531430946
2023-07-17 08:45:00+00:00,265.1514891628502
2023-07-17 09:45:00+00:00,266.43735132668115
2023-07-18 03:45:00+00:00,267.4003493653593
2023-07-18 04:45:00+00:00,268.00163906140864
2023-07-18 05:45:00+00:00,266.87955655950606
2023-07-18 06:45:00+00:00,268.10847854566015
2023-07-18 07:45:00+00:00,267.5209764866876
2023-07-18 08:45:00+00:00,269.70557171196566
2023-07-18 09:45:00+00:00,269.8416174825574
2023-07-19 03:45:00+00:00,270.5193685974078
2023-07-19 04:45:00+00:00,269.46451945893386
2023-07-19 05:45:00+00:00,270.32523559299995
2023-07-19 06:45:00+00:00,272.8955289398468
2023-07-19 07:45:00+00:00,271.9260986553957
2023-07-19 08:45:00+00:00,270.77148225832326
2023-07-19 09:45:00+00:00,268.0647103562744
2023-07-20 03:45:00+00:00,269.67440290392216
2023-07-20 04:45:00+00:00,270.7994177304464
2023-07-20 05:45:00+00:00,269.0282096145743
2023-07-20 06:45:00+00:00,269.3601218569172
2023-07-20 07:45:00+00:00,268.5781049282112
2023-07-20 08:45:00+00:00,268.46508200020844
2023-07-20 09:45:00+00:00,266.5737349079455
2023-07-21 03:45:00+00:00,266.43005383437037
2023-07-21 04:45:00+00:00,266.5449918863592
2023-07-21 05:45:00+00:00,264.58527972110375
2023-07-21 06:45:00+00:00,265.5798355024981
2023-07-21 07:45:00+00:00,265.5145033581574
2023-07-21 08:45:00+00:00,268.7481251682565
2023-07-21 09:45:00+00:00,269.87277083906315
2023-07-24 03:45:00+00:00,269.6216511034939
2023-07-24 04:45:00+00:00,270.03517520244213
2023-07-24 05:45:00+00:00,268.50345016376224
