Date,Forecasted
2025-03-01,1027.5842
2025-03-02,1024.2186
2025-03-03,1017.4245
2025-03-04,1007.0952
2025-03-05,993.6493
2025-03-06,977.7645
2025-03-07,960.19183
2025-03-08,941.63165
2025-03-09,922.6764
2025-03-10,903.78345
2025-03-11,885.2781
2025-03-12,867.3722
2025-03-13,850.184
2025-03-14,833.7671
2025-03-15,818.1285
2025-03-16,803.24774
2025-03-17,789.0892
2025-03-18,775.61237
2025-03-19,762.7757
2025-03-20,750.5401
2025-03-21,739.0221
2025-03-22,728.3106
2025-03-23,718.0906
2025-03-24,708.3488
2025-03-25,699.0738
2025-03-26,690.25287
2025-03-27,681.8733
2025-03-28,673.9177
2025-03-29,666.3696
2025-03-30,659.21045
