Date,Forecasted
2025-03-01,136.41258767931367
2025-03-02,136.89136220527527
2025-03-03,137.1842182640013
2025-03-04,137.7950245759589
2025-03-05,137.87124527853513
2025-03-06,138.13500985229774
2025-03-07,138.26047248434438
2025-03-08,138.32361253088308
2025-03-09,138.32138314764478
2025-03-10,138.32552954520145
2025-03-11,138.4038792372876
2025-03-12,138.60854117926604
2025-03-13,138.81703996941633
2025-03-14,138.99910560015846
2025-03-15,139.1990404073271
2025-03-16,139.2874568585256
2025-03-17,139.40103152892874
2025-03-18,139.46011903582416
2025-03-19,139.59322787435784
2025-03-20,139.58202905890792
2025-03-21,139.71712278010736
2025-03-22,139.60041355685053
2025-03-23,139.64497227845712
2025-03-24,139.65167325964558
2025-03-25,139.68425635866126
2025-03-26,139.76126367994317
2025-03-27,139.86589680888602
2025-03-28,139.7778209619998
2025-03-29,139.75069923382182
2025-03-30,139.60729300735366
