Date,Forecasted
2025-03-01,480.4081812580968
2025-03-02,479.76271211661845
2025-03-03,479.4197752546802
2025-03-04,478.6163565619355
2025-03-05,478.52532527124544
2025-03-06,477.9332995689491
2025-03-07,477.9332995689491
2025-03-08,477.9332995689491
2025-03-09,477.8702944257464
2025-03-10,478.01642053836633
2025-03-11,478.01642053836633
2025-03-12,478.01642053836645
2025-03-13,478.01642053836633
2025-03-14,478.06483181020343
2025-03-15,478.26151412984456
2025-03-16,478.32077075978845
2025-03-17,478.3692212399317
2025-03-18,478.75060489166503
2025-03-19,478.75060489166503
2025-03-20,479.09911646436666
2025-03-21,479.09911646436666
2025-03-22,479.09911646436666
2025-03-23,479.09911646436666
2025-03-24,479.3659883553884
2025-03-25,479.41689011833563
2025-03-26,479.41689011833563
2025-03-27,479.41689011833563
2025-03-28,479.47900597196303
2025-03-29,479.47900597196303
2025-03-30,479.47900597196303
