Date,Forecasted
2025-03-01,310.18569368628346
2025-03-02,308.6340030393174
2025-03-03,307.4726192090308
2025-03-04,307.07749295839363
2025-03-05,305.984237110226
2025-03-06,304.35194473790386
2025-03-07,303.0736928921567
2025-03-08,302.12780982412704
2025-03-09,300.9426018330503
2025-03-10,300.05029081372146
2025-03-11,298.8611948052119
2025-03-12,297.9262571939332
2025-03-13,297.2652843884813
2025-03-14,296.8462935328912
2025-03-15,296.4146285941079
2025-03-16,296.3024773794207
2025-03-17,296.0401053390202
2025-03-18,296.15629760452646
2025-03-19,296.022057791276
2025-03-20,296.04054193269656
2025-03-21,295.84849857580525
2025-03-22,295.8785254254336
2025-03-23,295.7163969379848
2025-03-24,295.3869648205963
2025-03-25,295.21753538272844
2025-03-26,294.9672360488561
2025-03-27,294.5064800024453
2025-03-28,293.9023863767882
2025-03-29,293.61234449263674
2025-03-30,293.3158210939642
