Date,Forecasted
2025-03-01,634.7686928687654
2025-03-02,625.4337430747756
2025-03-03,620.9589452642082
2025-03-04,617.4881043753411
2025-03-05,612.9237561069215
2025-03-06,611.0213099498221
2025-03-07,610.9158019915951
2025-03-08,611.2207699786557
2025-03-09,611.2498733896489
2025-03-10,611.160913871943
2025-03-11,611.6120519231727
2025-03-12,611.4194335740232
2025-03-13,611.7909271925796
2025-03-14,612.6056696229872
2025-03-15,614.3201832264366
2025-03-16,615.3894306193195
2025-03-17,615.7362356495366
2025-03-18,616.2570667176113
2025-03-19,616.3731914819206
2025-03-20,617.7020938354042
2025-03-21,618.4982897468396
2025-03-22,619.3214235103497
2025-03-23,619.4421229962938
2025-03-24,623.9177158711097
2025-03-25,625.7124940717189
2025-03-26,627.5081692717189
2025-03-27,629.3750115590166
2025-03-28,630.02941951461
2025-03-29,630.9296168114952
2025-03-30,631.5342945947236
