Date,Forecasted
2025-03-01,1920.6998429550065
2025-03-02,1903.722073470621
2025-03-03,1888.5873578368323
2025-03-04,1888.0424884361212
2025-03-05,1877.8072645616269
2025-03-06,1867.8680153187997
2025-03-07,1859.169184676019
2025-03-08,1865.7169826525019
2025-03-09,1864.2601944868145
2025-03-10,1865.9112111841712
2025-03-11,1863.1101665201982
2025-03-12,1864.773237795926
2025-03-13,1864.8771927353298
2025-03-14,1868.981825521653
2025-03-15,1868.186080048655
2025-03-16,1874.4355394990498
2025-03-17,1868.921721103553
2025-03-18,1881.3979854010129
2025-03-19,1889.0355183182214
2025-03-20,1896.4052780359482
2025-03-21,1894.368300786119
2025-03-22,1884.2067071807144
2025-03-23,1881.152619442582
2025-03-24,1867.5385833919818
2025-03-25,1868.8998726354814
2025-03-26,1860.8035741476237
2025-03-27,1840.8153449255296
2025-03-28,1820.3599662473628
2025-03-29,1796.9770383463333
2025-03-30,1770.1113849480348
