Date,Forecasted
2025-03-01,395.0481378739579
2025-03-02,392.9650143107185
2025-03-03,390.9010784099898
2025-03-04,389.5291071950573
2025-03-05,389.2920473693858
2025-03-06,389.3852218078623
2025-03-07,389.140454488311
2025-03-08,389.4489873097528
2025-03-09,389.68231163131804
2025-03-10,389.8880875216078
2025-03-11,390.2251438103119
2025-03-12,390.5762747199329
2025-03-13,390.6512653432639
2025-03-14,390.66431786437374
2025-03-15,390.99210421220187
2025-03-16,391.09594981578135
2025-03-17,391.39911370970816
2025-03-18,391.2267824624472
2025-03-19,390.91992116060135
2025-03-20,390.0992248616141
2025-03-21,389.1175353739667
2025-03-22,388.524834867693
2025-03-23,388.2681639099669
2025-03-24,387.48078623903615
2025-03-25,387.1519188377754
2025-03-26,387.0198403476214
2025-03-27,386.90831522293524
2025-03-28,386.3410529355531
2025-03-29,385.20770666839456
2025-03-30,385.89796288398406
