Date,Open,High,Low,Close,Volume,logReturns
2010-10-21,261.0931537716521,282.5960154126098,255.62472666890426,276.8959045410156,8078620,0.05451330450579913
2010-10-22,278.0545302568856,279.44480290817,267.39577326370494,273.4202880859375,2887285,-0.012631511535408667
2010-10-25,273.9300062015998,283.9399849022515,271.28851115110047,280.0472106933594,2361102,0.02394807043323346
2010-10-26,280.04731760799444,280.04731760799444,262.43719302737037,264.3372497558594,815185,-0.05773244949195277
2010-10-27,266.00554249295436,271.56663397364326,259.51760243215057,268.92510986328125,692403,0.017207189762139054
2010-10-28,271.38122124571333,272.4934507260102,264.1981455888202,267.99822998046875,305955,-0.0034525629070155965
2010-10-29,268.7860882270276,268.7860882270276,254.8833595256296,258.6370849609375,437923,-0.03555451322772701
2010-11-01,259.5176230722638,263.0396366427455,254.04922167170494,255.62484741210938,340688,-0.011714932834785263
2010-11-02,255.81016587435013,261.371256436836,254.88331744726915,256.2735900878906,228621,0.0025346552189880194
2010-11-03,256.737048946943,263.0396077875279,256.27362467086544,260.9078674316406,237572,0.017921761562874138
2010-11-04,262.7615575884185,270.4543890538341,258.59073921399914,264.1054992675781,288647,0.01218129510002349
2010-11-08,264.1517752093789,272.8641438925848,262.390769031683,268.415283203125,265486,0.016186703607906198
2010-11-09,263.2249660074384,270.17632954636724,252.47351807686104,267.99822998046875,206968,-0.0015549694272795303
2010-11-10,267.85921280718725,270.9178015009517,264.24450936405526,265.7738037109375,140632,-0.008334790908671466
2010-11-11,265.07871750270425,268.7861121530917,260.44447418971987,263.08599853515625,200646,-0.01016461567393428
2010-11-12,262.29810618940456,264.15180305293393,245.66116552516078,259.70294189453125,350592,-0.012942522701617125
2010-11-15,250.48081034403234,259.7029643516187,250.48081034403234,255.71749877929688,63023,-0.015465131895083343
2010-11-16,262.6688724321009,262.6688724321009,248.4417415856936,250.48081970214844,88376,-0.020690965221109858
2010-11-18,252.10279329916588,254.55893617978887,241.49036660540807,246.5417022705078,104928,-0.01585119279632381
2010-11-19,243.7611372290598,248.39537938170355,238.01466564571385,243.15869140625,100220,-0.013816875491790176
2010-11-22,243.9466127058018,259.23961773225903,243.9466127058018,256.1809997558594,135986,0.052169943697692026
2010-11-23,254.79065065316104,254.79065065316104,246.12461139663475,251.361328125,77655,-0.018992766698001273
2010-11-24,250.2027866488646,253.49308780909953,238.24641728311147,243.20506286621094,161468,-0.03298649066793149
2010-11-25,236.71714325933817,251.1759880827612,200.19931153459933,243.62217712402344,1320525,0.001713603207125351
2010-11-26,243.29773216145531,267.58117426649585,237.3659073962675,247.32952880859375,1179763,0.015103001416555652
2010-11-29,247.4685326923423,254.8833201887421,246.07826003676735,251.4076385498047,116967,0.0163541075376412
2010-11-30,246.17099306253485,255.81021281595628,246.17099306253485,249.87838745117188,490785,-0.00610133043145459
2010-12-01,252.01013326363724,256.7370668665915,247.46858069812245,255.11508178710938,98396,0.02074039516696743
2010-12-02,256.82975649829314,258.5907632071852,254.04921065735564,256.69073486328125,48849,0.006157249499263597
2010-12-03,253.4003620756472,259.51756753895665,253.21500935565004,256.50531005859375,175573,-0.0007226275985219177
2010-12-06,257.66390914090704,259.05418203195507,254.28091742972495,256.737060546875,26200,0.0009030840682869554
2010-12-07,252.42723037944467,256.1346249044663,250.71255475458707,253.21505737304688,116304,-0.013813293647824295
2010-12-08,252.10279767804207,255.81019176154268,249.3222521154166,252.4272003173828,49474,-0.0031162652300583517
2010-12-09,236.90245962251723,253.02961632463612,236.90245962251723,245.70751953125,298546,-0.02698100798815051
2010-12-10,245.6148290330717,247.46852585596278,240.98058697584392,245.70751953125,63568,0.0
2010-12-13,248.3953933682099,251.6393630577201,203.81397569247832,246.12460327148438,463195,0.0016960414778848247
2010-12-14,247.00513363270437,250.24910349279617,245.3368175901547,248.3490753173828,971836,0.008997393182649542
2010-12-15,242.00017923888262,249.92472358978694,240.9806401044825,242.64895629882812,134851,-0.023219543661960246
2010-12-16,245.38315355886016,245.52217518429518,240.98062294732253,241.58306884765625,54018,-0.004402390248143865
2010-12-20,240.98062017043577,245.47584124218807,240.98062017043577,242.0928497314453,26611,0.002107944815823611
2010-12-21,242.83428648618593,252.10277070321592,242.83428648618593,245.19773864746094,28707,0.012743652389851708
2010-12-22,245.6148677602382,247.88565804039274,242.74163157468755,245.1514434814453,144817,-0.00018882530180707813
2010-12-23,245.29044076682234,246.5416918524308,242.83429798998824,244.7806854248047,4309,-0.001513508118943592
2010-12-24,242.88067150926733,245.61488627431572,241.07333365684457,242.3245849609375,15428,-0.010084560477051092
2010-12-27,242.32454824464932,246.44900704077207,241.39769975763238,242.69528198242188,9504,0.0015285851938419634
2010-12-28,242.8343310553513,245.80025786322682,241.07332438793895,244.27093505859375,76628,0.0064713260173031514
2010-12-29,242.92701681613224,245.15144773590725,239.12693200704751,242.46359252929688,460498,-0.007426433644556256
2010-12-30,244.68798095321057,245.61482936591213,239.590314683352,242.880615234375,224660,0.001718462077154903
2010-12-31,244.40995395080859,245.05873091162013,235.41951243736077,236.9488067626953,24629,-0.024725914701715434
2011-01-03,240.0537338358301,244.68797580177275,237.365879152617,239.03419494628906,17565,0.008762504204373158
2011-01-04,241.90746839765703,242.32456155379103,232.7316735292632,234.4463348388672,14316,-0.019379904391190972
2011-01-05,234.4463214319011,242.8343030489408,233.56581819974457,240.98060607910156,529011,0.027489745156599257
2011-01-06,242.1855124962215,242.1855124962215,233.70485400146057,235.37318420410156,4848,-0.02354418508488601
2011-01-07,235.65127798703332,235.65127798703332,227.12427291985503,228.46820068359375,20863,-0.029775237315496885
2011-01-10,224.29733112231895,229.8584219765913,224.29733112231895,227.1242218017578,11673,-0.005899934740242039
2011-01-11,229.812102882534,229.812102882534,222.49000474800877,224.2046661376953,10576,-0.01293777760025698
2011-01-12,221.51676061439903,228.93154758057136,221.51676061439903,227.54127502441406,61808,0.01477232780270745
2011-01-13,228.74624431552553,236.34640023981783,227.0779139559034,230.32188415527344,9693,0.012146176254652228
2011-01-14,216.88255376964298,231.24870583558086,216.88255376964298,227.1705780029297,49750,-0.013776646633372934
2011-01-17,227.54130078731117,228.7925518865566,227.07787654945514,227.1242218017578,5193,-0.00020407982372987372
2011-01-18,227.07791137695312,228.46818430375077,227.07791137695312,227.07791137695312,9717,-0.00020391989196999187
2011-01-19,237.27320218373495,237.27320218373495,227.07786927740258,230.78526306152344,11474,0.01619450052302063
2011-01-20,230.8780129198476,231.7121710786955,226.6145033149642,228.46820068359375,66509,-0.010090645890808722
2011-01-21,228.93158825646714,231.38773121837852,228.05108497630567,230.09014892578125,7027,0.007074148830009569
2011-01-24,234.49267946917485,234.49267946917485,227.1705816961442,230.09014892578125,16118,0.0
2011-01-25,230.09015555130807,233.51949240270955,228.0047462864926,228.9315948486328,32602,-0.005047937501953216
2011-01-27,230.97065099673992,232.59263592528805,228.23645065999025,229.9511260986328,15299,0.004443544640147379
2011-01-28,222.95340106484318,233.51946790788858,222.95340106484318,227.77301025390625,95161,-0.009517227134971124
2011-01-31,228.9315604948569,232.5926089374116,227.0778636487447,229.4413299560547,27313,0.00729778994079751
2011-02-01,228.93157250371098,233.47312435788407,226.89250869454315,228.37545776367188,45728,-0.004656334790586657
2011-02-02,231.71214937414015,231.71214937414015,216.04841373348316,221.0533905029297,321289,-0.032586760808126045
2011-02-03,219.66307378635804,230.78525473756605,205.80669284649497,225.87295532226562,113855,0.021568438291366284
2011-02-04,223.509515910217,226.93886676315728,216.18741822749908,222.16558837890625,11044,-0.01654969918745471
2011-02-07,218.73625006968606,223.78757166015103,213.68492847922113,215.6313018798828,10553,-0.0298529839624252
2011-02-08,212.24830405053245,220.54359520128287,208.5409100933179,213.3605194091797,72262,-0.010586699171129114
2011-02-09,213.17514674674422,219.75577649900387,195.93575965714734,210.7653350830078,25657,-0.012237955730068716
2011-02-10,214.93615115557932,215.02884165815567,202.0529632822325,210.95071411132812,66465,0.0008791652137257516
2011-02-11,215.72398002306397,215.72398002306397,208.3555375618566,210.7653350830078,161487,-0.0008791652137257768
2011-02-14,211.8775835929961,216.18742368137805,204.3701047020101,214.93617248535156,128186,0.01959575332429051
2011-02-15,216.04838186058572,220.40456679764867,208.3555368077466,211.08973693847656,113696,-0.018057775279562385
2011-02-16,206.68720076100317,218.73623040177915,206.68720076100317,216.9288787841797,21174,0.02728621566947286
2011-02-17,218.13382144068643,248.8588465600614,216.8825701864222,229.4877166748047,159847,0.05627995367294527
2011-02-18,229.8583874476547,234.02920496182585,223.37044909227737,223.88021850585938,15646,-0.02473833593597579
2011-02-21,222.44364598581674,227.07788861052126,216.46547582846515,219.9875030517578,8693,-0.01754042958937984
2011-02-22,215.02884951844337,224.2973344114797,209.14335595433104,213.3605194091797,7701,-0.03058742613172169
2011-02-23,213.36052988798733,220.58995128813245,196.72360151641223,204.37010192871094,241542,-0.043050739030746285
2011-02-24,204.09198783005826,205.20420293428606,198.34553133939596,200.56996154785156,9671,-0.018769453982695035
2011-02-25,199.27242987827586,207.5677212237613,197.047999108762,202.23834228515625,16285,0.008283792870927799
2011-02-28,202.0529898533767,207.10431177119372,199.31878937883232,202.56275939941406,59036,0.0016028473359547852
2011-03-01,204.23106982946194,222.44363694750467,203.9066672018793,216.32643127441406,19742,0.0657387612957829
2011-03-03,208.54093183240866,232.63899506637588,208.54093183240866,230.73895263671875,41323,0.06449847355341787
2011-03-04,232.63897324266588,236.0219646068895,222.48998500740936,229.7194061279297,35515,-0.004428405546589127
2011-03-07,216.00206199175912,230.64627222117423,216.00206199175912,222.21194458007812,9395,-0.03322695904639631
2011-03-08,214.42640619040273,227.86570944406103,214.42640619040273,219.57040405273438,12325,-0.011958703267033478
2011-03-09,226.15104028796804,226.15104028796804,218.73625208180516,222.62901306152344,31082,0.013833839072253442
2011-03-10,225.22419133668714,227.07788838472572,220.5899487165907,222.16558837890625,56741,-0.002083770121322044
2011-03-11,218.92158687944865,227.03151029157692,215.49225066512267,223.74119567871094,18339,0.007067010028236804
2011-03-14,226.05836599178258,233.4268236142086,221.51681354681168,228.69989013671875,78015,0.02192061318816603
2011-03-15,220.5899210016099,228.14372986626995,220.5899210016099,221.5167694091797,172836,-0.03191232563393693
2011-03-16,232.54627392827712,250.15639474183195,217.948410622304,219.6630859375,22373,-0.008403350051260423
2011-03-17,222.4436526557508,222.4436526557508,215.02886423389245,217.57769775390625,10943,-0.009538927172421096
2011-03-18,213.49958223488477,217.8094225994995,208.54093653143568,210.44097900390625,27257,-0.033350788761628794
2011-03-21,199.59684134230972,217.7630644770568,199.59684134230972,212.43368530273438,4565,0.009424641469422266
2011-03-22,211.32145381090268,215.53861723082156,211.32145381090268,211.50682067871094,4940,-0.004372623458892371
2011-03-23,213.1287989824542,214.93615063765714,211.83121680502265,212.66537475585938,3972,0.00546267280425832
2011-03-24,215.77030477765643,219.19964094059935,212.29462336739323,217.53131103515625,111306,0.02262287910747515
2011-03-25,218.50451133436223,218.50451133436223,215.02882981790898,217.62400817871094,36099,0.00042604164933230976
2011-03-28,218.73624491059974,218.73624491059974,213.17515393829635,216.00204467773438,300531,-0.007480966859343751
2011-03-29,214.10199338223072,220.54358732430464,214.10199338223072,217.80938720703125,33101,0.008332435954202964
