Date,Actual,Predicted
2023-03-29,431.9087524414063,434.8415370568143
2023-03-31,463.7099914550781,436.74463842770837
2023-04-03,456.5073547363281,443.776674754939
2023-04-05,450.1022644042969,448.0454922208289
2023-04-06,455.859375,450.8219868047992
2023-04-10,469.9406433105469,454.1040991045905
2023-04-11,455.1864929199218,459.00807416696756
2023-04-12,456.15847778320307,460.05614301445286
2023-04-13,456.0338439941406,460.6616469957496
2023-04-17,470.2895812988281,460.31909109138104
2023-04-18,465.32998657226557,461.8377166030084
2023-04-19,474.775634765625,461.34969555560815
2023-04-20,469.4920654296875,462.97699652898814
2023-04-21,452.49481201171875,463.7947600031869
2023-04-24,452.4200744628906,462.3496334400778
2023-04-25,445.49157714843744,462.50878814788393
2023-04-26,452.0711364746094,461.763000334973
2023-04-27,468.7942199707031,462.39049168401414
2023-04-28,463.0121765136719,465.66332736444065
2023-05-02,456.3329162597656,466.5884794073648
2023-05-03,453.66622924804693,466.8235336419732
2023-05-04,451.6723937988281,466.2409794027912
2023-05-05,446.6629333496094,464.8417487681744
2023-05-08,461.44204711914057,461.9663684247289
2023-05-09,478.3395690917968,461.4859339711592
2023-05-10,486.190185546875,464.63972551454464
2023-05-11,490.078125,468.62203917146826
2023-05-12,485.8662109375,473.033355621291
2023-05-15,501.39300537109375,477.2606258839798
2023-05-16,497.604736328125,484.0990620238356
2023-05-17,493.6669921875,489.6010674370914
2023-05-18,493.2183532714844,493.26924250725494
2023-05-19,481.1807556152344,496.5154481924266
2023-05-22,479.4361572265625,497.3078816059765
2023-05-23,493.16851806640625,497.3989260072396
2023-05-24,488.6076965332031,499.30398963264594
2023-05-25,482.50164794921875,499.7305279744026
2023-05-26,508.5457763671875,498.68381164386807
2023-05-29,528.5087890625,501.5790535072411
2023-05-30,523.8731689453125,505.1445569563845
2023-05-31,543.7614135742188,507.92206409137344
2023-06-01,557.3192749023438,513.0358213458608
2023-06-02,555.7741088867188,518.7513047191508
2023-06-05,554.627685546875,525.150587915226
2023-06-06,572.1731567382812,530.8191563829961
2023-06-07,591.8619995117188,538.332800034212
2023-06-08,578.35400390625,546.9773129282328
2023-06-09,597.3948364257812,552.2077425671048
2023-06-12,611.8499755859375,559.8272645425394
2023-06-13,677.49609375,568.5837876133666
2023-06-14,647.738525390625,586.1924139658629
2023-06-15,646.0437622070312,595.8327634752527
2023-06-16,622.2676391601561,602.9121516274315
2023-06-19,627.8004760742186,605.33435924937
2023-06-20,636.5233154296874,607.5127878323556
2023-06-21,641.3582763671874,609.9944011387778
2023-06-22,644.5982666015625,612.5469197795787
2023-06-23,649.582763671875,615.0932824345198
2023-06-26,643.7509155273438,617.7593109707423
2023-06-27,663.8385620117186,618.3753737734257
2023-06-28,666.2808837890625,621.2622590861434
2023-06-30,677.6954956054688,624.7576660690559
2023-07-03,688.7611694335938,630.4956268263625
2023-07-04,697.1849365234375,636.8721371250901
2023-07-05,699.5277099609374,642.9118120356566
2023-07-06,725.845947265625,647.9559306632651
2023-07-07,698.4809570312501,656.6346871655039
2023-07-10,673.6580200195312,658.7128439868421
2023-07-11,659.7511596679686,656.6368167578023
2023-07-12,681.1846313476561,653.1426511899474
2023-07-13,695.8391723632812,654.338637071205
2023-07-14,707.4031982421875,658.0194340462763
2023-07-17,702.4685668945311,663.8890640545465
2023-07-18,696.8360595703125,668.8992580413652
2023-07-19,695.7893676757811,671.9524303783609
2023-07-20,682.87939453125,674.3321979772983
2023-07-21,703.9639282226562,673.4564063023444
2023-07-24,719.1666870117188,675.9375145763021
2023-07-25,725.3973999023438,680.5776110836473
2023-07-26,724.9487915039062,685.1036587005151
2023-07-27,725.1481323242188,688.2172008856825
2023-07-28,744.5877685546875,690.8231607385213
2023-07-31,756.9992065429688,696.5541023987494
2023-08-01,758.4447021484376,703.3011887557702
2023-08-02,729.2354125976562,709.1883760720893
2023-08-03,707.9016723632812,709.7590896659436
2023-08-04,700.8236694335938,707.2088150626274
2023-08-07,724.5001831054688,704.671190034091
2023-08-08,715.8270874023439,706.325740952725
2023-08-09,708.3502807617188,706.730693830195
2023-08-10,690.5057373046875,705.6033856433068
2023-08-11,694.4434204101562,701.6230681781288
2023-08-14,684.12548828125,698.7693932290534
2023-08-16,711.0419311523439,694.5155878521209
2023-08-17,714.2818603515625,695.1475315096644
2023-08-18,693.8453979492186,696.561350152407
2023-08-21,701.770751953125,693.9605831667147
2023-08-22,693.5462646484375,692.6837670098706
2023-08-23,691.951171875,690.6363837709509
2023-08-24,679.7391357421875,688.5801511915228
2023-08-25,652.7728271484375,684.090621991847
2023-08-28,642.953369140625,676.0077522635588
2023-08-29,670.6672973632812,668.3083518092818
2023-08-30,667.4273681640624,666.4393760372145
2023-08-31,668.2747192382812,663.8647365774318
2023-09-01,678.6425170898438,661.9730340710246
2023-09-04,699.5775146484374,662.8045226165145
2023-09-05,732.6747436523438,666.2402843901054
2023-09-06,719.7648315429689,674.2175999097655
2023-09-07,740.6998291015625,678.0458193648849
2023-09-08,767.8521728515626,686.6608486353996
2023-09-11,796.3521118164061,697.1723202482264
2023-09-12,783.7742309570312,709.8199962818297
2023-09-13,792.0596923828125,716.740491656347
2023-09-14,799.0972900390625,723.5362646664933
2023-09-15,794.854736328125,730.5569067070996
2023-09-18,775.03955078125,735.7001076919776
2023-09-20,773.5921020507812,736.3131958758439
2023-09-21,761.7129516601562,736.2816515275671
2023-09-22,739.30224609375,733.6800187881225
2023-09-25,758.618408203125,728.3202961153269
2023-09-26,790.8617553710938,727.1014954381444
2023-09-27,788.61572265625,731.1567646292069
