Date,Actual,Predicted
2023-03-29,347.8015441894531,351.2497341353887
2023-03-31,351.89566040039057,350.3091893610318
2023-04-03,356.6803283691406,350.6322888358057
2023-04-05,362.1062622070312,352.1945620724271
2023-04-06,377.7427978515625,354.7568388034133
2023-04-10,400.03839111328125,360.69710176669497
2023-04-11,399.841064453125,370.6106694013777
2023-04-12,401.07421875,377.9531070127378
2023-04-13,407.5853271484375,383.67420603349984
2023-04-17,409.75573730468744,389.5792729574716
2023-04-18,418.1412353515625,394.48003956586956
2023-04-19,416.02020263671875,400.35661518497824
2023-04-20,408.8678588867187,404.34874338182925
2023-04-21,400.58096313476557,405.60547514414304
2023-04-24,405.6123046875,404.4897540488723
2023-04-25,404.6257629394531,404.93583361563844
2023-04-26,410.98889160156244,404.9319956978077
2023-04-27,415.9708557128906,406.5498401137611
2023-04-28,420.4595947265625,409.1658652138931
2023-05-02,418.5358276367187,412.1975952467743
2023-05-03,421.79138183593744,413.9347093111055
2023-05-04,419.07843017578125,415.85021008647607
2023-05-05,421.4461364746093,416.57793531801747
2023-05-08,430.4728698730469,417.6581276446348
2023-05-09,426.18145751953125,420.72861287808394
2023-05-10,428.4011535644531,422.076550554671
2023-05-11,426.9706726074219,423.6623545573946
2023-05-12,430.07827758789057,424.3994491370784
2023-05-15,461.84457397460943,425.65344915088076
2023-05-16,465.3960876464843,434.2714088679011
2023-05-17,463.52166748046875,441.68542957010607
2023-05-18,453.7550354003906,446.788393873857
2023-05-19,465.54406738281244,448.1086454498924
2023-05-22,471.7098693847657,451.78011329635075
2023-05-23,461.5486145019531,455.9169902063675
2023-05-24,459.2302551269531,456.3491728939554
2023-05-25,470.822021484375,456.1728157059773
2023-05-26,471.6605529785156,459.03343429032816
2023-05-29,476.1492614746094,461.6699660629938
2023-05-30,468.20770263671875,464.92859967227895
2023-05-31,468.5036315917968,465.6014523683398
2023-06-01,470.772705078125,466.31732582086096
2023-06-02,482.7096862792969,467.5703197788567
2023-06-05,482.6603698730469,471.49701503429674
2023-06-06,487.9876403808593,474.4135194969599
2023-06-07,489.0234985351562,477.8732427665484
2023-06-08,478.2209777832031,480.58758864807635
2023-06-09,478.66491699218756,479.7911883071079
2023-06-12,483.9922180175781,479.2781749758272
2023-06-13,496.8171081542969,480.19632057750425
2023-06-14,496.9157409667968,483.9804573290129
2023-06-15,483.74554443359375,487.00460827785986
2023-06-16,489.3194580078125,485.91837669902236
2023-06-19,478.81289672851557,486.26163944439605
2023-06-20,482.6110534667969,484.05786924093917
2023-06-21,476.3465881347656,483.2929420572517
2023-06-22,474.76812744140625,481.1300644168717
2023-06-23,471.2659606933593,478.86589269354585
2023-06-26,470.7233276367187,476.1998703124382
2023-06-27,477.3331298828125,473.98466537577275
2023-06-28,479.3554992675781,473.9436019968176
2023-06-30,483.94284057617193,474.5204910161713
2023-07-03,486.5078430175782,476.3674707901757
2023-07-04,483.20297241210943,478.57616500457596
2023-07-05,492.9696350097656,479.4490425734806
2023-07-06,506.68237304687494,482.3975223385472
2023-07-07,496.0772094726562,487.80937335741066
2023-07-10,494.79470825195307,489.4637834160556
2023-07-11,492.9203186035156,490.5876228689683
2023-07-12,485.76794433593744,491.0968442485715
2023-07-13,485.42266845703125,489.78033204487866
2023-07-14,486.5078430175782,488.37541921707583
2023-07-17,491.3418579101563,487.4191655237079
2023-07-18,488.1356201171875,487.922186747599
2023-07-19,494.2521057128906,487.65200138164545
2023-07-20,498.0995788574218,489.13465673894046
2023-07-21,493.8575134277343,491.30448568947105
2023-07-24,487.1490783691406,491.89529441491743
2023-07-25,473.5349426269531,490.661364157156
2023-07-26,481.08190917968744,486.2977282600795
2023-07-27,503.92010498046875,484.8267609498328
2023-07-28,512.6701049804688,489.3309364345761
2023-07-31,515.80224609375,495.00340085071986
2023-08-01,496.86047363281256,500.15299643590413
2023-08-02,490.7951354980469,499.348759121833
2023-08-03,485.5749816894531,497.2230632370344
2023-08-04,486.8675842285156,494.2051434820625
2023-08-07,486.37042236328125,492.27781384215643
2023-08-08,485.4755249023438,490.6808682913057
2023-08-09,482.9400329589844,489.0302390576925
2023-08-10,487.86187744140625,487.11102646700385
2023-08-11,479.26104736328125,486.8976994451471
2023-08-14,468.27386474609375,484.6944939013007
2023-08-16,475.33349609375,480.2809454490033
2023-08-17,474.9855041503907,478.5756031312639
2023-08-18,471.356201171875,477.3066839487167
2023-08-21,479.11190795898443,475.43218505170637
2023-08-22,477.6204223632812,475.7862238326205
2023-08-23,477.96844482421875,475.80145150466257
2023-08-24,480.8022155761719,476.0395188867619
2023-08-25,472.5494079589843,477.14476571383915
2023-08-28,479.6587829589844,475.9872293125875
2023-08-29,491.19287109375,476.79722465373123
2023-08-30,497.20846557617193,479.99406448241587
2023-08-31,501.2354736328125,483.7525203768816
2023-09-01,500.3902893066406,487.61366656484256
2023-09-04,510.9797973632812,490.4635650478701
2023-09-05,518.3377075195312,495.4170281666949
2023-09-06,516.05078125,501.0648111790782
2023-09-07,527.7340087890625,504.69083013425757
2023-09-08,536.9314575195312,510.10947099393417
2023-09-11,537.776611328125,516.4257566869014
2023-09-12,521.51953125,521.586695022575
2023-09-13,525.9939575195312,521.6196849533532
2023-09-14,534.2965087890625,523.0461414095076
2023-09-15,529.3746948242188,526.2054482384438
2023-09-18,526.3917236328125,527.40832767624
2023-09-20,519.3817138671875,527.400214098219
2023-09-21,513.9627685546875,525.5595863417785
2023-09-22,513.6146850585938,522.9625100383578
2023-09-25,519.1331787109375,520.9675508167763
2023-09-26,517.3433837890625,520.9205924366927
