Date,Forecasted
2025-03-01,375.27707
2025-03-02,366.0224
2025-03-03,361.71466
2025-03-04,356.78513
2025-03-05,354.55795
2025-03-06,351.426
2025-03-07,345.9465
2025-03-08,339.15018
2025-03-09,325.27252
2025-03-10,322.51523
2025-03-11,317.8019
2025-03-12,310.31134
2025-03-13,299.87296
2025-03-14,296.39655
2025-03-15,290.2229
2025-03-16,290.2229
2025-03-17,290.2229
2025-03-18,290.2229
2025-03-19,290.2229
2025-03-20,290.2229
2025-03-21,290.2229
2025-03-22,290.2229
2025-03-23,290.2229
2025-03-24,290.2229
2025-03-25,290.2229
2025-03-26,290.2229
2025-03-27,290.2229
2025-03-28,290.2229
2025-03-29,290.2229
2025-03-30,290.2229
