Date,Forecasted
2025-03-01,660.7701345242367
2025-03-02,644.5945464130418
2025-03-03,639.2456415421896
2025-03-04,624.4037003482634
2025-03-05,617.5709924726937
2025-03-06,617.1254359472363
2025-03-07,617.9937496087208
2025-03-08,618.5114406985326
2025-03-09,618.5782743188765
2025-03-10,618.2965374381654
2025-03-11,617.3651980829391
2025-03-12,616.6446759602378
2025-03-13,616.8593864218088
2025-03-14,617.0087010376942
2025-03-15,616.9910239776125
2025-03-16,616.6062453241497
2025-03-17,616.6784199867851
2025-03-18,616.40506962319
2025-03-19,615.7493534860761
2025-03-20,616.4946144422498
2025-03-21,616.7617956716142
2025-03-22,616.6924172274873
2025-03-23,616.9952860542174
2025-03-24,617.0765103104603
2025-03-25,616.9429814866078
2025-03-26,625.7524640515038
2025-03-27,628.7101207505482
2025-03-28,630.1125472446016
2025-03-29,632.7766947521633
2025-03-30,632.6011562229942
