Date,Forecasted
2025-03-01,330.6488749764877
2025-03-02,328.25561527486485
2025-03-03,326.6707505531311
2025-03-04,326.1125796367596
2025-03-05,325.0867805606793
2025-03-06,320.44291276524973
2025-03-07,315.4242466894978
2025-03-08,312.9318307061464
2025-03-09,312.4094938259923
2025-03-10,312.49888731964467
2025-03-11,312.17808758870797
2025-03-12,311.93474081734666
2025-03-13,311.85467897129473
2025-03-14,311.7920078484561
2025-03-15,311.5758434581344
2025-03-16,311.70808393973806
2025-03-17,311.88310565898945
2025-03-18,311.9436560699716
2025-03-19,311.91987192043837
2025-03-20,311.973174184334
2025-03-21,311.9443175410206
2025-03-22,311.92378799709854
2025-03-23,311.82756332748653
2025-03-24,311.782261507549
2025-03-25,311.6068656459384
2025-03-26,311.5458285465543
2025-03-27,311.4704092094179
2025-03-28,311.0156792696393
2025-03-29,310.4178739840245
2025-03-30,309.95802348819115
