Date,Forecasted
2025-03-01,320.7387974031236
2025-03-02,317.2671379145667
2025-03-03,313.9998203139532
2025-03-04,310.6394023691813
2025-03-05,309.44086931373965
2025-03-06,309.16978724646196
2025-03-07,307.7510102635944
2025-03-08,306.9812062149269
2025-03-09,306.7163467073207
2025-03-10,306.3486426383951
2025-03-11,306.0503574149337
2025-03-12,305.8027086451312
2025-03-13,305.2856925573803
2025-03-14,305.1413059999376
2025-03-15,304.62688743439935
2025-03-16,303.44557375045054
2025-03-17,303.28313174959214
2025-03-18,302.55026346903
2025-03-19,302.0909355959817
2025-03-20,301.8945660239931
2025-03-21,301.5936663561019
2025-03-22,301.49753856362236
2025-03-23,301.4587183121575
2025-03-24,301.4436378093296
2025-03-25,301.41044870061717
2025-03-26,301.3310560640002
2025-03-27,301.2649831989228
2025-03-28,300.8407678961981
2025-03-29,300.5307796569098
2025-03-30,299.00286122325116
