Date,Forecasted
2025-03-01,135.3672366597945
2025-03-02,135.6656287620236
2025-03-03,135.97376932305176
2025-03-04,136.33399685460046
2025-03-05,137.69006656419666
2025-03-06,137.93138239312003
2025-03-07,138.16027833044927
2025-03-08,138.07444425012608
2025-03-09,138.24102423772774
2025-03-10,138.10739325525304
2025-03-11,138.1129534251391
2025-03-12,138.28238506440718
2025-03-13,138.24857098654547
2025-03-14,138.49507858181417
2025-03-15,138.80754023899559
2025-03-16,138.91393979223398
2025-03-17,139.08416871382698
2025-03-18,138.94763685580662
2025-03-19,139.15482987688458
2025-03-20,139.22784554360408
2025-03-21,139.24691890604532
2025-03-22,139.33152514439539
2025-03-23,139.29448645691647
2025-03-24,139.50995347788978
2025-03-25,139.86659050869628
2025-03-26,140.03841968171417
2025-03-27,140.09453888846062
2025-03-28,139.86979662918046
2025-03-29,140.05948625604208
2025-03-30,140.00871145104742
