Date,Forecasted
2025-03-01,500.8666696307305
2025-03-02,498.7665094024858
2025-03-03,497.81678495344903
2025-03-04,497.6995246893702
2025-03-05,497.6995246893702
2025-03-06,497.6995246893702
2025-03-07,497.6995246893702
2025-03-08,497.6995246893702
2025-03-09,497.6995246893702
2025-03-10,497.6995246893702
2025-03-11,497.6995246893702
2025-03-12,497.6995246893702
2025-03-13,497.6995246893702
2025-03-14,497.6995246893702
2025-03-15,497.6995246893702
2025-03-16,497.6995246893702
2025-03-17,497.6995246893702
2025-03-18,497.6995246893702
2025-03-19,497.6995246893702
2025-03-20,497.6995246893702
2025-03-21,497.6995246893702
2025-03-22,497.6995246893702
2025-03-23,497.6995246893702
2025-03-24,497.6995246893702
2025-03-25,497.6995246893702
2025-03-26,497.6995246893702
2025-03-27,497.6995246893702
2025-03-28,497.6995246893702
2025-03-29,497.6995246893702
2025-03-30,497.6995246893702
