Date,Forecasted
2025-03-01,413.02639100640346
2025-03-02,406.74034436446374
2025-03-03,399.19607723503617
2025-03-04,386.4494676499746
2025-03-05,380.5501240735735
2025-03-06,371.5450110800607
2025-03-07,370.7019247936673
2025-03-08,371.06647210245296
2025-03-09,372.39055788736505
2025-03-10,372.4276331185841
2025-03-11,372.9086355181498
2025-03-12,372.9487974498689
2025-03-13,372.88202400346796
2025-03-14,372.55902437658165
2025-03-15,372.76154028786556
2025-03-16,372.93246187294847
2025-03-17,373.0012221624586
2025-03-18,372.71177340110904
2025-03-19,372.66151932446934
2025-03-20,372.530409174904
2025-03-21,372.21005938654105
2025-03-22,372.3475819237725
2025-03-23,372.52715251153603
2025-03-24,373.20011444340065
2025-03-25,373.5715863708619
2025-03-26,373.6467805757675
2025-03-27,374.07158961496185
2025-03-28,374.0896519000067
2025-03-29,374.3119355836019
2025-03-30,375.5743681302147
