Date,Actual,Predicted
2023-03-29,399.2471618652344,410.12515
2023-03-31,401.8384094238281,406.3095
2023-04-03,410.65850830078125,402.87152
2023-04-05,413.0503845214844,401.49142
2023-04-06,418.03350830078125,402.61517
2023-04-10,444.24468994140625,405.97046
2023-04-11,459.39337158203125,412.69983
2023-04-12,446.3874206542969,422.80084
2023-04-13,447.1348876953125,432.88858
2023-04-17,446.6365661621094,440.44623
2023-04-18,437.716796875,444.28925
2023-04-19,449.177978515625,443.8434
2023-04-20,456.602783203125,441.27673
2023-04-21,458.94488525390625,439.12347
2023-04-24,463.7286682128906,438.79025
2023-04-25,468.9111022949219,440.7827
2023-04-26,480.4220886230469,444.83914
2023-04-27,486.7506713867188,450.7806
2023-04-28,489.04290771484375,457.83612
2023-05-02,482.6146850585937,464.7364
2023-05-03,486.6011657714843,469.64285
2023-05-04,491.3849487304687,472.2073
2023-05-05,487.9964599609375,473.15305
2023-05-08,490.08935546874994,472.89105
2023-05-09,476.2362976074219,472.20218
2023-05-10,485.70422363281244,470.41693
2023-05-11,488.1957702636719,468.6669
2023-05-12,483.7607727050781,467.8606
2023-05-15,507.13162231445307,467.80716
2023-05-16,502.048828125,470.2915
2023-05-17,489.6907043457032,474.54135
2023-05-18,477.5817565917969,478.10654
2023-05-19,475.2396545410156,478.70105
2023-05-22,475.1898193359375,476.02777
2023-05-23,494.47448730468744,471.29126
2023-05-24,493.12902832031256,467.90332
2023-05-25,500.80303955078125,467.1505
2023-05-26,479.1763000488281,469.52295
2023-05-29,473.2962646484375,472.05933
2023-05-30,473.19659423828125,472.66208
2023-05-31,481.6180725097656,470.9814
2023-06-01,485.9035339355468,468.52536
2023-06-02,488.4947509765625,466.83066
2023-06-05,513.1611938476562,466.72748
2023-06-06,518.2439575195312,470.2638
2023-06-07,524.3233032226562,477.19116
2023-06-08,526.2667846679688,486.0711
2023-06-09,534.9373779296875,494.8234
2023-06-12,560.2515869140625,502.36288
2023-06-13,572.2111206054688,509.97043
2023-06-14,595.880859375,518.3184
2023-06-15,568.9721069335938,528.5666
2023-06-16,573.1080322265625,537.0266
2023-06-19,567.2279663085938,542.12335
2023-06-20,576.048095703125,543.15924
2023-06-21,573.85546875,541.79987
2023-06-22,573.6561279296875,539.4847
2023-06-23,574.7525024414062,537.4068
2023-06-26,576.3968505859375,536.37213
2023-06-27,583.5725708007812,536.7004
2023-06-28,575.8487548828125,538.7339
2023-06-30,572.90869140625,541.1974
2023-07-03,573.0582275390625,542.91064
2023-07-04,573.4568481445312,543.45416
2023-07-05,575.151123046875,543.0083
2023-07-06,590.0007934570312,542.1721
2023-07-07,579.9848022460938,542.734
2023-07-10,588.3065185546875,544.0568
2023-07-11,581.1307983398438,546.22626
2023-07-12,583.1739501953125,548.1294
2023-07-13,565.6333618164062,549.3516
2023-07-14,562.0455322265625,548.2495
2023-07-17,560.05224609375,544.6878
2023-07-18,556.9129028320312,539.6234
2023-07-19,550.9331665039062,534.246
2023-07-20,548.2422485351562,529.25806
2023-07-21,540.5682983398438,525.1848
2023-07-24,546.2490234375,521.7643
2023-07-25,553.4745483398438,519.58887
2023-07-26,553.2254028320312,519.40674
2023-07-27,544.006591796875,520.8986
2023-07-28,588.3065185546875,522.40894
2023-07-31,586.6122436523438,526.9637
2023-08-01,578.9382934570312,534.1556
2023-08-02,575.3005981445312,541.4505
2023-08-03,569.0717163085938,546.57
2023-08-04,572.0117797851562,548.0844
2023-08-07,582.3268432617188,546.59784
2023-08-08,599.46875,544.3747
2023-08-09,584.4197387695312,544.3581
2023-08-10,554.5708618164062,545.7618
2023-08-11,555.766845703125,545.0377
2023-08-14,551.7803344726562,541.58655
2023-08-16,545.3521118164062,536.07623
2023-08-17,547.04638671875,529.5218
2023-08-18,557.0125732421875,523.60345
2023-08-21,555.9163208007812,520.40717
2023-08-22,562.5936279296875,520.2364
2023-08-23,569.0717163085938,522.88544
2023-08-24,568.9721069335938,527.6432
2023-08-25,565.48388671875,532.9774
2023-08-28,568.1747436523438,537.1253
2023-08-29,570.96533203125,539.4613
2023-08-30,608.4382934570312,540.24677
2023-08-31,641.9746704101561,543.27203
2023-09-01,666.1926269531249,551.9913
2023-09-04,655.3792114257811,567.1352
2023-09-05,640.0811157226562,584.22754
2023-09-06,631.9088134765624,597.4522
2023-09-07,630.2644042968749,603.36163
2023-09-08,645.6123657226561,601.99567
2023-09-11,643.2205200195312,597.16815
2023-09-12,605.3986206054688,591.9258
2023-09-13,617.4078979492186,585.0055
2023-09-14,630.0957641601561,578.33527
2023-09-15,619.30615234375,574.58453
2023-09-18,613.112060546875,573.4918
2023-09-20,601.9727172851562,573.7489
2023-09-21,604.170654296875,573.4153
2023-09-22,597.8267211914062,572.12714
2023-09-25,609.0659790039061,569.63556
2023-09-26,603.9708251953125,567.4984
2023-09-27,604.3704833984375,566.04816
2023-09-28,601.2733764648438,565.4083
2023-09-29,602.0226440429688,565.16876
2023-10-03,617.5078125,565.1176
2023-10-04,625.4501953125,566.46344
2023-10-05,670.6568603515625,569.7935
2023-10-06,667.0603637695312,578.29694
2023-10-09,669.8576660156249,590.316
2023-10-10,726.8030395507812,602.87225
2023-10-11,723.1065673828124,618.0537
2023-10-12,723.3563232421875,633.7288
2023-10-13,715.364013671875,647.0272
2023-10-16,720.7089233398438,655.24493
2023-10-17,713.5657348632812,658.3742
2023-10-18,732.0480346679688,657.03687
2023-10-19,733.5465698242186,654.7016
2023-10-20,743.08740234375,653.56525
2023-10-23,745.6849365234374,655.18933
2023-10-25,757.1239624023436,659.44495
