Date,Close
2000-08-31,278.40653238124514
2000-09-01,271.05498426677207
2000-09-05,270.09169222464163
2000-09-06,270.9594733790826
2000-09-07,273.85141860168244
2000-09-08,271.30637851073027
2000-09-11,271.18402823865057
2000-09-12,277.5696029896991
2000-09-13,279.0462311852628
2000-09-14,284.9716393720421
2000-09-15,287.6445054410524
2000-09-18,294.3173918827149
2000-09-19,296.90448352798904
2000-09-20,296.8280238262666
2000-09-21,293.4543533573395
2000-09-22,287.66829363465416
2000-09-25,292.012119811075
2000-09-26,298.0525474919424
2000-09-27,294.5293820169862
2000-09-28,293.0908464917027
2000-09-29,292.72384187604735
2000-10-02,290.5926997174289
2000-10-03,290.3974152052602
2000-10-04,290.7013282897669
2000-10-05,290.8089050843379
2000-10-06,297.24785892981237
2000-10-09,294.867583314076
2000-10-10,289.1858494699538
2000-10-11,288.1754390083937
2000-10-12,288.1012386423639
2000-10-13,287.25086339697884
2000-10-16,291.95589013813134
2000-10-17,292.5060576947381
2000-10-18,284.78143190919536
2000-10-19,284.9483280288271
2000-10-20,289.4666201975971
2000-10-23,287.36239250495214
2000-10-24,286.4683218599712
2000-10-25,291.2941628501008
2000-10-26,298.7351664454425
2000-10-27,297.30075673237775
2000-10-30,299.3059174759016
2000-10-31,302.9844188504462
2000-11-01,304.0285294035168
2000-11-02,311.8617956727719
2000-11-03,313.0070326205431
2000-11-06,311.5345270804964
2000-11-07,307.7575113538945
2000-11-08,309.8450570909719
2000-11-09,310.8554426300904
2000-11-10,306.23719829964176
2000-11-13,310.31356234901136
2000-11-14,315.6625212011842
2000-11-15,323.4143628198615
2000-11-16,324.28018299207775
2000-11-17,331.4084269196901
2000-11-20,332.3603270759509
2000-11-21,334.87670428176676
2000-11-22,334.6565947038277
2000-11-27,338.0106707802842
2000-11-28,338.84523605172615
2000-11-29,336.13165042047035
2000-11-30,338.33004282889306
2000-12-01,343.12233521978004
2000-12-04,355.70893684826757
2000-12-05,354.0061225255077
2000-12-06,353.24473377559775
2000-12-07,348.6319553770452
2000-12-08,344.70554203037665
2000-12-11,341.5153547804319
2000-12-12,341.06776112587295
2000-12-13,348.9522331058001
2000-12-14,351.3086708231083
2000-12-15,355.08831841397637
2000-12-18,356.397784401651
2000-12-19,355.8757517498068
2000-12-20,358.067632979019
2000-12-21,359.5762218765791
2000-12-22,354.33437894278967
2000-12-26,357.969243801194
2000-12-27,362.591652954975
2000-12-28,361.3122737801831
2000-12-29,365.0839562907058
2001-01-02,365.95028574725956
2001-01-03,369.45320269009557
2001-01-04,364.07953157286744
2001-01-05,365.667198057791
2001-01-08,365.30258150457473
2001-01-09,367.5883325492286
2001-01-10,363.73424349567813
2001-01-11,359.79539820598046
2001-01-12,357.11862046275235
2001-01-16,355.61610445856564
2001-01-17,361.37453833214204
2001-01-18,362.63229519250183
2001-01-19,360.8704743111622
2001-01-22,367.7213880287202
2001-01-23,365.73814904252623
2001-01-24,363.68771299192247
2001-01-25,367.7375398943679
2001-01-26,367.72210858206074
2001-01-29,361.8450610584385
2001-01-30,363.0902599041825
2001-01-31,371.633610791209
2001-02-01,369.68990200730036
2001-02-02,364.90192483785273
2001-02-05,369.7715130673703
2001-02-06,374.87089122444866
2001-02-07,363.9759639549349
2001-02-08,365.8771961650762
2001-02-09,359.14844276952033
2001-02-12,362.0944957661011
2001-02-13,358.0145027027263
2001-02-14,356.5377060485727
2001-02-15,357.1414195689444
2001-02-16,357.4520663423214
2001-02-20,359.56850458177286
2001-02-21,357.11137597955826
2001-02-22,354.1936377892572
2001-02-23,354.7167817675401
2001-02-26,357.0541094803421
2001-02-27,362.28600927091793
2001-02-28,363.1817253590782
2001-03-01,361.565251828786
2001-03-02,361.968684194827
2001-03-05,360.045410167494
2001-03-06,357.7400339985512
2001-03-07,349.3042549575282
2001-03-08,341.97878228864926
2001-03-09,339.1512559114231
2001-03-12,333.8845760669111
2001-03-13,330.0196452736028
2001-03-14,329.29149044605026
2001-03-15,323.8188128548981
2001-03-16,318.962979965381
2001-03-19,318.96568230146556
2001-03-20,317.2712786306086
2001-03-21,315.80601419671814
2001-03-22,315.97566405178065
2001-03-23,315.2515419542263
2001-03-26,314.12790887211224
2001-03-27,324.21537553055623
2001-03-28,328.7432056307137
2001-03-29,326.33001696416665
2001-03-30,322.15454190958553
2001-04-02,320.2564103518243
2001-04-03,314.7976676181885
2001-04-04,317.10855863283643
2001-04-05,320.95692845375896
2001-04-06,320.6385882456167
2001-04-09,320.22659710000136
2001-04-10,321.53706657353695
2001-04-11,317.37855545950595
2001-04-12,318.2142471982212
2001-04-16,319.2694268375267
2001-04-17,314.6239516957155
2001-04-18,313.82860136452837
2001-04-19,312.9083417331974
2001-04-20,311.0518192526115
2001-04-23,310.13508302438544
2001-04-24,311.6366801798985
2001-04-25,310.9677041236941
2001-04-26,313.1071159798224
2001-04-27,313.07756314231256
2001-04-30,313.77821243843465
2001-05-01,318.69064160726595
2001-05-02,321.86118032539605
2001-05-03,319.6338639980251
2001-05-04,319.54051149893667
2001-05-07,313.551603338732
2001-05-08,315.83550685011977
2001-05-09,317.95315719614564
2001-05-10,317.92942840761594
2001-05-11,318.7614635493535
2001-05-14,322.1978670210214
2001-05-15,320.38518217806353
2001-05-16,321.9974660212743
2001-05-17,319.52407971439436
2001-05-18,316.8294734267148
2001-05-21,319.7441853374786
2001-05-22,322.6050001668941
2001-05-23,326.2973305347708
2001-05-24,330.07483871619206
2001-05-25,329.9822051856659
2001-05-29,331.46060742567664
2001-05-30,329.6489083065571
2001-05-31,327.8681308986296
2001-06-01,329.84366974105296
2001-06-04,324.6381124279169
2001-06-05,322.2259968707304
2001-06-06,325.55149782077206
2001-06-07,325.2110587841215
2001-06-08,323.29109204536087
2001-06-11,324.5139755558974
2001-06-12,326.054251525825
2001-06-13,324.06339886782496
2001-06-14,328.36463282802765
2001-06-15,330.2404368102842
2001-06-18,327.02500880107
2001-06-19,329.1541133000222
2001-06-20,323.97040262708765
2001-06-21,333.74451171679436
2001-06-22,333.17613014096236
2001-06-25,333.9262923593303
2001-06-26,331.17946899661166
2001-06-27,325.79396449222145
2001-06-28,324.1512038413607
2001-06-29,323.96239946239893
2001-07-02,324.61235429351274
2001-07-03,325.1299215269195
2001-07-05,329.02688458017906
2001-07-06,333.471778041765
2001-07-09,328.2345534067417
2001-07-10,327.8953933960272
2001-07-11,323.9150789459279
2001-07-12,320.40816295783986
2001-07-13,326.41410933818673
2001-07-16,329.4528914205685
2001-07-17,330.9005849742328
2001-07-18,324.09597747264706
2001-07-19,322.335874539343
2001-07-20,321.23788275275206
2001-07-23,323.71475285230633
2001-07-24,325.51508534042654
2001-07-25,324.5652161352362
2001-07-26,322.7349542687767
2001-07-27,321.95837368250193
2001-07-30,325.03912722361986
2001-07-31,318.18852928989213
2001-08-01,315.1703326998553
2001-08-02,313.60647861175346
2001-08-03,314.1599334561605
2001-08-06,314.1542742047148
2001-08-07,318.59123973292265
2001-08-08,320.3681353771662
2001-08-09,321.3791473907068
2001-08-10,322.7121149274284
2001-08-13,320.8448606851382
2001-08-14,315.86420949599596
2001-08-15,314.1832377546397
2001-08-16,311.9086953801377
2001-08-17,316.79915924925007
2001-08-20,315.5554080913575
2001-08-21,312.52299597888407
2001-08-22,317.67621840551374
2001-08-23,312.8483462764345
2001-08-24,313.4558026038515
2001-08-27,315.72163323306717
2001-08-28,315.84313320707156
2001-08-29,317.63730163902574
2001-08-30,320.6600338631676
2001-08-31,323.5025638892572
2001-09-04,320.4341191162964
2001-09-05,322.1432378212872
2001-09-06,321.7982710146897
2001-09-07,320.89410708615355
2001-09-10,318.48164195299734
2001-09-14,320.507617327475
2001-09-17,320.4580214484709
2001-09-18,329.98936256934184
2001-09-19,335.0118732922592
2001-09-20,333.2477257028296
2001-09-21,334.57543629566567
2001-09-24,331.7134169194582
2001-09-25,330.80275083043693
2001-09-26,336.613138542004
2001-09-27,338.10039978984696
2001-09-28,330.16218437000293
2001-10-01,330.8384206855081
2001-10-02,330.95473182330824
2001-10-03,324.25348324176133
2001-10-04,322.13791219061744
2001-10-05,324.1337165779448
2001-10-08,319.8220025698103
2001-10-09,321.88526187779445
2001-10-10,326.2388818621744
2001-10-11,326.8275079126231
2001-10-12,326.5566234588933
2001-10-15,326.3889314005686
2001-10-16,332.4483589060281
2001-10-17,329.56564596182994
2001-10-18,328.6551068811817
2001-10-19,327.210903267376
2001-10-22,330.2866426651766
2001-10-23,324.1908871970816
2001-10-24,316.9414392437056
2001-10-25,318.10980766265044
2001-10-26,317.69844990670737
2001-10-29,316.1826437914112
2001-10-30,320.17571515311846
2001-10-31,324.6658702994185
2001-11-01,323.41049301863103
2001-11-02,320.23887489696153
2001-11-05,320.51805762775933
2001-11-06,316.10536147032536
2001-11-07,319.53585336688656
2001-11-08,317.7407351539829
2001-11-09,315.3866559171374
2001-11-12,317.8537952677137
2001-11-13,315.50565896875867
2001-11-14,313.7021576628426
2001-11-15,313.90807469457076
2001-11-16,307.747745437311
2001-11-19,308.0931582009277
2001-11-20,305.1900850327074
2001-11-21,308.633369737934
2001-11-26,307.1749340318687
2001-11-27,310.33043177414373
2001-11-28,303.9551024950565
2001-11-29,297.99971819803994
2001-11-30,296.15088539856276
2001-12-03,295.9336528979879
2001-12-04,295.15215939900065
2001-12-05,298.58220239045306
2001-12-06,301.90594043322506
2001-12-07,299.99037903415194
2001-12-10,303.81861825207636
2001-12-11,297.96289009422804
2001-12-12,297.8319577037679
2001-12-13,295.6822935514762
2001-12-14,294.1985804459903
2001-12-17,290.9182881425657
2001-12-18,290.95213433628624
2001-12-19,285.8643108487782
2001-12-20,287.4237787766885
2001-12-21,288.2169657716207
2001-12-26,290.00720164653256
2001-12-27,293.0285117108027
2001-12-28,293.2934329174477
2001-12-31,293.0114706696586
2002-01-02,293.7817115428448
2002-01-03,291.83154351998184
2002-01-04,297.4801430401883
2002-01-07,299.9817814690067
2002-01-08,299.20316446522634
2002-01-09,299.8700633394226
2002-01-10,300.9574976293646
2002-01-11,301.8689212417721
2002-01-14,300.094879023815
2002-01-15,299.83747382846565
2002-01-16,301.301663680236
2002-01-17,303.5196285559699
2002-01-18,300.0268795088189
2002-01-22,299.8355306705867
2002-01-23,299.60262311863175
2002-01-24,301.3741922044365
2002-01-25,298.12629800795196
2002-01-28,298.35408835955417
2002-01-29,303.5799543491994
2002-01-30,300.1842941041708
2002-01-31,302.6342000244846
2002-02-01,301.3020036371061
2002-02-04,300.6954411955387
2002-02-05,297.616208375985
2002-02-06,299.59093355365894
2002-02-07,296.6505170593093
2002-02-08,296.0970368096399
2002-02-11,301.10292647074715
2002-02-12,297.33806076436423
2002-02-13,302.68416808569003
2002-02-14,305.1445739102233
2002-02-15,301.4551849880901
2002-02-19,303.0752464745118
2002-02-20,305.1199312969369
2002-02-21,303.74799714923006
2002-02-22,303.3450590708815
2002-02-25,303.04102579118273
2002-02-26,301.46282261506656
2002-02-27,305.4082012758751
2002-02-28,305.70406587094755
2002-03-01,310.20403332583174
2002-03-04,305.10614885337884
2002-03-05,304.52714369132326
2002-03-06,308.24599905048126
2002-03-07,304.9088026515997
2002-03-08,302.98634347441936
2002-03-11,307.6742130835334
2002-03-12,309.4774059715001
2002-03-13,314.5781604358999
2002-03-14,310.6379582808068
2002-03-15,306.85940587590267
2002-03-18,305.1482744154229
2002-03-19,303.78699122718365
2002-03-20,299.5949064865665
2002-03-21,299.82921488106416
2002-03-22,304.10937932382234
2002-03-25,302.16058659546945
2002-03-26,302.4174521199359
2002-03-27,299.1598110945824
2002-03-28,292.8600282698994
2002-04-01,296.2755992412849
2002-04-02,300.1023502551593
2002-04-03,294.9938650808778
2002-04-04,295.69792290469906
2002-04-05,294.9414307489803
2002-04-08,298.45395354785256
2002-04-09,301.8389759949562
2002-04-10,300.9796727088792
2002-04-11,298.10181390384196
2002-04-12,296.11776239413035
2002-04-15,297.13000517408636
2002-04-16,294.76149642233565
2002-04-17,298.6166210074366
2002-04-18,294.5499290632649
2002-04-19,293.95741766642215
2002-04-22,287.1186665670591
2002-04-23,291.5147698449946
2002-04-24,293.6369053242776
2002-04-25,289.06536086841146
2002-04-26,285.3149305577442
2002-04-29,281.04159509212525
2002-04-30,282.28753746054736
2002-05-01,281.20215336092394
2002-05-02,281.7516402967365
2002-05-03,281.97377356322386
2002-05-06,278.64892384634106
2002-05-07,279.6873945739183
2002-05-08,276.737957447347
2002-05-09,279.1743774555054
2002-05-10,283.60552642962546
2002-05-13,288.20904559388435
2002-05-14,282.3149208610134
2002-05-15,276.6566190595471
2002-05-16,274.2105829807325
2002-05-17,272.85744361590463
2002-05-20,277.05004263658856
2002-05-21,279.55333536523
2002-05-22,279.294029172335
2002-05-23,272.2262927965828
2002-05-24,275.4988314433177
2002-05-28,277.47269794444503
2002-05-29,279.5511602009375
2002-05-30,280.0502919418068
2002-05-31,279.0518460541879
2002-06-03,277.17554039470156
2002-06-04,279.7050831700605
2002-06-05,279.8627336231295
2002-06-06,280.372189716616
2002-06-07,274.0852588599141
2002-06-10,275.2926119067202
2002-06-11,274.93876249462323
2002-06-12,276.8366750241869
2002-06-13,273.4319439395468
2002-06-14,273.2047468584592
2002-06-17,269.46773530039184
2002-06-18,275.0233800888731
2002-06-19,270.3215287984627
2002-06-20,276.9914622825868
2002-06-21,272.400647909532
2002-06-24,273.6605819735915
2002-06-25,270.6397360380695
2002-06-26,270.38049240391734
2002-06-27,269.27406500918795
2002-06-28,270.66918436484207
2002-07-01,269.26693338986104
2002-07-02,269.1660286986177
2002-07-03,267.0934832309992
2002-07-08,272.3386748480914
2002-07-09,272.2235099632066
2002-07-10,269.6354322512526
2002-07-11,269.70768455331665
2002-07-12,277.85663375065974
2002-07-15,280.0011569457756
2002-07-16,280.14173472445646
2002-07-17,273.79945849148476
2002-07-18,267.3177886752752
2002-07-19,264.40052575184114
2002-07-22,262.6857906086686
