Date,Actual,Predicted
2023-09-04,107.71845245361328,107.75359
2023-09-05,109.31917572021484,109.303024
2023-09-06,110.50387573242188,110.50573
2023-09-07,110.8294448852539,110.81071
2023-09-08,111.97798919677733,111.95651
2023-09-11,111.797119140625,111.81695
2023-09-12,109.3101348876953,109.32642
2023-09-13,110.51292419433594,110.47597
2023-09-14,109.07498931884767,109.09604
2023-09-15,110.03360748291016,110.028404
2023-09-18,111.01032257080078,110.974174
2023-09-20,108.68611907958983,108.72511
2023-09-21,110.52196502685547,110.54768
2023-09-22,111.78807830810547,111.7544
2023-09-25,112.01416015625,112.03815
2023-09-26,112.11364746093751,112.117165
2023-09-27,114.4016799926758,114.34186
2023-09-28,112.23121643066406,112.23426
2023-09-29,112.23121643066406,112.25213
2023-10-03,114.87194061279297,114.83645
2023-10-04,116.3189163208008,116.321846
2023-10-05,116.0747528076172,116.0576
2023-10-06,115.98430633544922,115.97874
2023-10-09,115.7401351928711,115.7749
2023-10-10,115.98430633544922,115.96612
2023-10-11,114.67298126220705,114.68713
2023-10-12,114.78150177001953,114.77708
2023-10-13,115.75820922851562,115.76014
2023-10-16,116.32797241210938,116.29053
2023-10-17,115.75820922851562,115.77298
2023-10-18,116.21039581298827,116.199974
2023-10-19,116.22849273681642,116.21837
2023-10-20,116.34604644775389,116.313065
2023-10-23,114.73629760742186,114.75712
2023-10-25,115.0708999633789,115.03891
2023-10-26,112.50252532958984,112.58086
2023-10-27,113.28931427001953,113.28952
2023-10-30,113.14461517333984,113.17458
2023-10-31,114.79959106445314,114.7812
2023-11-01,114.92620086669922,114.94624
2023-11-02,114.05802154541016,114.083725
2023-11-03,113.46114349365234,113.45732
2023-11-06,113.65104675292969,113.65313
2023-11-07,114.10323333740234,114.08133
2023-11-08,113.69627380371094,113.70531
2023-11-09,114.51924896240234,114.49151
2023-11-10,115.40550994873048,115.423744
2023-11-13,116.66257476806639,116.653175
2023-11-15,117.7116470336914,117.68629
2023-11-16,115.81246948242188,115.891945
2023-11-17,120.63645935058594,120.56053
2023-11-20,122.44198608398439,122.463684
2023-11-21,121.26607513427734,121.26047
2023-11-22,119.23833465576172,119.2651
2023-11-23,120.38647460937499,120.40068
2023-11-24,121.24755859375,121.230064
2023-11-28,123.00679016113283,122.98068
2023-11-29,121.28459930419922,121.310196
2023-11-30,122.09938049316408,122.10935
2023-12-01,123.65491485595702,123.62877
2023-12-04,124.71046447753905,124.704384
2023-12-05,124.83082580566406,124.85494
2023-12-06,123.15491485595703,123.1673
2023-12-07,124.02527618408203,124.002754
2023-12-08,124.76600646972658,124.71169
2023-12-11,124.46971130371094,124.47718
2023-12-12,124.42342376708983,124.42715
2023-12-13,125.14562225341798,125.13567
2023-12-14,124.94192504882812,124.95483
2023-12-15,125.57154846191406,125.53535
2023-12-18,120.9327392578125,121.00604
2023-12-19,124.34934997558594,124.32814
2023-12-20,122.42346191406251,122.442955
2023-12-21,124.7937698364258,124.816635
2023-12-22,126.6641159057617,126.59008
2023-12-26,123.92343139648436,123.949425
2023-12-27,125.821533203125,125.8256
2023-12-28,125.27526855468749,125.2619
2023-12-29,125.92338562011719,125.903275
2024-01-01,125.67338562011719,125.66355
2024-01-02,125.53450775146483,125.52162
2024-01-03,125.0530471801758,125.05077
2024-01-04,123.61786651611328,123.62601
2024-01-05,124.25674438476562,124.2917
2024-01-08,125.68266296386719,125.65953
2024-01-09,124.21972656250001,124.24833
2024-01-10,124.97897338867188,124.998695
2024-01-11,124.77526092529297,124.74969
2024-01-12,124.01602172851562,124.02251
2024-01-15,121.27532958984374,121.295525
2024-01-16,122.14569091796875,122.097664
2024-01-17,120.76607513427734,120.788635
2024-01-19,121.75679779052733,121.74045
2024-01-23,120.18276977539061,120.16062
2024-01-24,120.0809097290039,120.10828
2024-01-25,120.1272201538086,120.09331
2024-01-29,119.31240844726564,119.327675
2024-01-30,119.34944152832031,119.35139
2024-01-31,117.41429901123047,117.500725
2024-02-01,119.35871887207031,119.30754
2024-02-02,119.27538299560547,119.29038
2024-02-05,119.46056365966797,119.49077
2024-02-06,119.5068588256836,119.47824
2024-02-07,119.97906494140626,119.979805
2024-02-08,120.29386901855467,120.27751
2024-02-09,119.386474609375,119.40503
2024-02-12,118.03466796875,118.055145
2024-02-13,119.46056365966797,119.44832
2024-02-14,121.44499206542969,121.42644
2024-02-15,121.32271575927736,121.33295
2024-02-16,121.3697509765625,121.357254
2024-02-19,121.32271575927736,121.3138
2024-02-20,121.11581420898438,121.15085
2024-02-21,119.58282470703125,119.64325
2024-02-22,121.23808288574219,121.19988
2024-02-23,120.946533203125,120.93686
2024-02-26,121.32271575927736,121.31731
2024-02-27,120.4386672973633,120.44954
2024-02-28,121.31331634521484,121.2999
2024-02-29,117.91815948486327,117.9543
2024-03-01,120.76782989501953,120.74553
2024-03-04,119.07495880126953,119.10714
2024-03-05,120.18473052978517,120.16045
2024-03-06,118.16268157958984,118.180725
2024-03-07,117.9651870727539,117.98433
2024-03-11,120.06246948242188,120.0214
2024-03-12,117.31625366210939,117.29359
2024-03-13,116.61088562011717,116.638435
2024-03-14,115.42588043212889,115.47791
2024-03-15,118.88685607910156,118.84832
2024-03-18,119.65805816650389,119.64647
2024-03-19,118.84925079345703,118.86278
2024-03-20,118.22852325439452,118.22719
2024-03-21,119.23484039306642,119.25075
2024-03-22,119.66746520996092,119.66577
2024-03-26,119.7709197998047,119.75731
2024-03-27,119.56401062011719,119.57985
2024-03-28,119.9684295654297,120.0005
2024-04-01,121.1346206665039,121.11256
