Date,Actual,Predicted
2023-03-29,431.9087524414063,453.18015
2023-03-31,463.7099914550781,455.70917
2023-04-03,456.5073547363281,474.31866
2023-04-05,450.1022644042969,464.00217
2023-04-06,455.859375,458.29095
2023-04-10,469.9406433105469,460.62704
2023-04-11,455.1864929199218,469.88306
2023-04-12,456.15847778320307,461.3959
2023-04-13,456.0338439941406,465.89078
2023-04-17,470.2895812988281,465.38297
2023-04-18,465.32998657226557,474.66092
2023-04-19,474.775634765625,473.80573
2023-04-20,469.4920654296875,474.75113
2023-04-21,452.49481201171875,473.3052
2023-04-24,452.4200744628906,467.12164
2023-04-25,445.49157714843744,456.72827
2023-04-26,452.0711364746094,455.9647
2023-04-27,468.7942199707031,456.84482
2023-04-28,463.0121765136719,470.00693
2023-05-02,456.3329162597656,472.31918
2023-05-03,453.66622924804693,462.811
2023-05-04,451.6723937988281,462.27307
2023-05-05,446.6629333496094,457.81693
2023-05-08,461.44204711914057,458.4807
2023-05-09,478.3395690917968,470.12985
2023-05-10,486.190185546875,479.6346
2023-05-11,490.078125,509.082
2023-05-12,485.8662109375,522.26184
2023-05-15,501.39300537109375,517.0282
2023-05-16,497.604736328125,520.115
2023-05-17,493.6669921875,514.26544
2023-05-18,493.2183532714844,518.5635
2023-05-19,481.1807556152344,521.2348
2023-05-22,479.4361572265625,519.8021
2023-05-23,493.16851806640625,492.80725
2023-05-24,488.6076965332031,504.0148
2023-05-25,482.50164794921875,509.27478
2023-05-26,508.5457763671875,511.14142
2023-05-29,528.5087890625,519.0163
2023-05-30,523.8731689453125,535.195
2023-05-31,543.7614135742188,524.67664
2023-06-01,557.3192749023438,532.79553
2023-06-02,555.7741088867188,548.5775
2023-06-05,554.627685546875,548.2553
2023-06-06,572.1731567382812,543.9287
2023-06-07,591.8619995117188,559.4303
2023-06-08,578.35400390625,569.67194
2023-06-09,597.3948364257812,577.2139
2023-06-12,611.8499755859375,581.9328
2023-06-13,677.49609375,593.6228
2023-06-14,647.738525390625,665.1274
2023-06-15,646.0437622070312,698.2486
2023-06-16,622.2676391601561,698.71045
2023-06-19,627.8004760742186,617.86523
2023-06-20,636.5233154296874,590.4923
2023-06-21,641.3582763671874,607.9356
2023-06-22,644.5982666015625,666.26935
2023-06-23,649.582763671875,680.3889
2023-06-26,643.7509155273438,686.5879
2023-06-27,663.8385620117186,688.53503
2023-06-28,666.2808837890625,682.3678
2023-06-30,677.6954956054688,702.7724
2023-07-03,688.7611694335938,700.43036
2023-07-04,697.1849365234375,700.9449
2023-07-05,699.5277099609374,706.8603
2023-07-06,725.845947265625,702.82434
2023-07-07,698.4809570312501,706.5337
2023-07-10,673.6580200195312,702.0521
2023-07-11,659.7511596679686,690.0848
2023-07-12,681.1846313476561,685.0177
2023-07-13,695.8391723632812,683.2734
2023-07-14,707.4031982421875,686.1354
2023-07-17,702.4685668945311,678.1616
2023-07-18,696.8360595703125,678.7884
2023-07-19,695.7893676757811,681.09094
2023-07-20,682.87939453125,689.3013
2023-07-21,703.9639282226562,680.2538
2023-07-24,719.1666870117188,687.54486
2023-07-25,725.3973999023438,689.0632
2023-07-26,724.9487915039062,685.4006
2023-07-27,725.1481323242188,684.1385
2023-07-28,744.5877685546875,680.9112
2023-07-31,756.9992065429688,683.6091
2023-08-01,758.4447021484376,681.39575
2023-08-02,729.2354125976562,672.4703
2023-08-03,707.9016723632812,672.1079
2023-08-04,700.8236694335938,654.87805
2023-08-07,724.5001831054688,654.0337
2023-08-08,715.8270874023439,650.1347
2023-08-09,708.3502807617188,648.95404
2023-08-10,690.5057373046875,648.9422
2023-08-11,694.4434204101562,645.5247
2023-08-14,684.12548828125,649.14276
2023-08-16,711.0419311523439,645.87494
2023-08-17,714.2818603515625,649.2274
2023-08-18,693.8453979492186,648.5749
2023-08-21,701.770751953125,648.17615
2023-08-22,693.5462646484375,649.0819
2023-08-23,691.951171875,651.3631
2023-08-24,679.7391357421875,647.1295
2023-08-25,652.7728271484375,646.80786
2023-08-28,642.953369140625,643.0642
2023-08-29,670.6672973632812,638.3386
2023-08-30,667.4273681640624,640.348
2023-08-31,668.2747192382812,647.21533
2023-09-01,678.6425170898438,639.1408
2023-09-04,699.5775146484374,643.9395
2023-09-05,732.6747436523438,646.4338
2023-09-06,719.7648315429689,647.3582
2023-09-07,740.6998291015625,647.17413
2023-09-08,767.8521728515626,646.2465
2023-09-11,796.3521118164061,645.7284
2023-09-12,783.7742309570312,645.3009
2023-09-13,792.0596923828125,645.7287
2023-09-14,799.0972900390625,645.6982
2023-09-15,794.854736328125,644.21857
2023-09-18,775.03955078125,653.5142
2023-09-20,773.5921020507812,630.54034
2023-09-21,761.7129516601562,653.4409
2023-09-22,739.30224609375,652.2045
2023-09-25,758.618408203125,653.4114
2023-09-26,790.8617553710938,649.8616
2023-09-27,788.61572265625,649.4372
2023-09-28,794.1060791015625,652.3418
2023-09-29,798.5482788085938,646.1218
2023-10-03,786.9685668945311,643.61346
2023-10-04,748.7855834960938,646.978
2023-10-05,747.7873535156251,643.2825
2023-10-06,777.6848754882814,643.33264
2023-10-09,775.838134765625,619.3596
2023-10-10,798.9475708007812,618.539
2023-10-11,812.5237426757812,618.3942
2023-10-12,805.5859375,619.6196
2023-10-13,808.53076171875,620.8068
2023-10-16,815.2689208984375,618.9398
2023-10-17,816.2672119140624,620.32007
2023-10-18,813.1226806640625,619.51996
2023-10-19,815.5684204101562,640.3575
2023-10-20,813.621826171875,640.21075
2023-10-23,782.1271362304688,617.4011
2023-10-25,757.3206787109376,620.67804
2023-10-26,724.9774169921875,643.33136
2023-10-27,736.1079101562499,644.00073
2023-10-30,758.8180541992188,640.4223
2023-10-31,786.3197631835936,639.1413
2023-11-01,802.541259765625,646.86945
2023-11-02,848.7601318359375,647.0779
2023-11-03,847.9615478515626,648.5027
2023-11-06,859.9405517578125,650.69116
2023-11-07,838.5780029296875,651.33777
2023-11-08,843.3695678710938,652.4862
