Date,Open,High,Low,Close,Volume,logReturns
2000-01-05,19003.509765625,19003.509765625,18221.8203125,18542.55078125,0,-0.024521327998708226
2000-01-06,18574.009765625,18582.740234375,18168.26953125,18168.26953125,0,-0.02039149307884819
2000-01-07,18194.05078125,18285.73046875,18068.099609375,18193.41015625,0,0.0013828090023420751
2000-01-11,18246.099609375,18887.560546875,18246.099609375,18850.919921875,0,0.03550226573543585
2000-01-12,18780.169921875,18811.869140625,18626.919921875,18677.419921875,0,-0.00924641147741106
2000-01-13,18667.1796875,18845.029296875,18667.1796875,18833.2890625,0,0.00831069537050136
2000-01-14,18882.990234375,19058.01953125,18733.830078125,18956.55078125,0,0.006523560639322531
2000-01-17,19025.619140625,19442.580078125,19025.619140625,19437.23046875,0,0.025040763826697173
2000-01-18,19412.470703125,19412.470703125,19145.169921875,19196.5703125,0,-0.01245868976354112
2000-01-19,19181.869140625,19181.869140625,18897.75,18897.75,0,-0.015688766160465783
2000-01-20,18930.259765625,19167.029296875,18921.109375,19008.009765625,0,0.005817589584225176
2000-01-21,18994.890625,18994.890625,18713.169921875,18878.08984375,0,-0.00685847487526683
2000-01-24,18878.4609375,19124.5703125,18877.130859375,19056.7109375,0,0.009417337651564895
2000-01-25,19004.390625,19131.189453125,18815.369140625,18895.529296875,0,-0.008493970774848208
2000-01-26,18982.83984375,19145.900390625,18982.83984375,19111.189453125,0,0.011348649814762288
2000-01-27,19125.619140625,19238.080078125,18971.6796875,19209.720703125,0,0.005142438774743946
2000-01-28,19261.009765625,19595.830078125,19237.490234375,19434.779296875,0,0.011647770742525472
2000-01-31,19375.109375,19539.69921875,19224.470703125,19539.69921875,0,0.005384045114746673
2000-02-01,19536.6796875,19553.6796875,19266.9609375,19423.380859375,0,-0.005970714055380716
2000-02-02,19522.330078125,19860.259765625,19522.330078125,19578.91015625,0,0.007975435146368634
2000-02-03,19648.349609375,19878.830078125,19648.349609375,19786.419921875,0,0.01054286537435736
2000-02-04,19866.189453125,20011.91015625,19752.119140625,19763.130859375,0,-0.0011777157885139056
2000-02-07,19832.759765625,19948.599609375,19780.560546875,19945.4296875,0,0.009181904676160807
2000-02-08,19955.30078125,19983.439453125,19834.810546875,19868.880859375,0,-0.0038452968993514364
2000-02-09,19930.41015625,20046.140625,19925.640625,20007.76953125,0,0.00696594283309482
2000-02-10,19915.529296875,19915.560546875,19710.01953125,19710.01953125,0,-0.014993562583870305
2000-02-14,19698.5703125,19748.419921875,19556.4609375,19556.4609375,0,-0.007821397524580649
2000-02-15,19587.8203125,19689.16015625,19331.05078125,19367.830078125,0,-0.009692268304295195
2000-02-16,19418.560546875,19612.599609375,19300.140625,19599.1796875,0,0.011874266415790806
2000-02-17,19646.369140625,19803.689453125,19518.080078125,19791.400390625,0,0.009759806966769789
2000-02-18,19852.1796875,19862.939453125,19670.05078125,19789.029296875,0,-0.0001198114205205606
2000-02-21,19736.150390625,19763.509765625,19543.75,19543.75,0,-0.01247216600428706
2000-02-22,19553.619140625,19712.369140625,19353.400390625,19390.580078125,0,-0.007868157061859176
2000-02-23,19439.169921875,19527.7890625,19373.0390625,19519.55078125,0,0.006629182302347008
2000-02-24,19616.259765625,19698.94921875,19558.0390625,19571.439453125,0,0.0026547653072424506
2000-02-25,19623.380859375,19817.880859375,19539.0,19817.880859375,0,0.01251327110882592
2000-02-28,19783.439453125,19904.859375,19713.859375,19720.099609375,0,-0.004946203533493687
2000-02-29,19761.51953125,19978.75,19747.01953125,19959.51953125,0,0.012067798665854513
2000-03-01,20030.080078125,20165.509765625,20007.640625,20081.669921875,0,0.006101255792699929
2000-03-02,20097.58984375,20202.9609375,19903.2890625,20065.109375,0,-0.0008250000674690142
2000-03-03,20023.0390625,20034.599609375,19859.419921875,19927.5390625,0,-0.006879807189305555
2000-03-06,20041.48046875,20160.029296875,19742.580078125,19796.349609375,0,-0.006605090008222976
2000-03-07,19802.5390625,19944.240234375,19704.23046875,19944.240234375,0,0.007442834054075986
2000-03-08,19856.369140625,19856.369140625,19692.0390625,19766.80078125,0,-0.008936589395984879
2000-03-09,19751.720703125,19885.5390625,19614.8203125,19662.330078125,0,-0.005299175777925882
2000-03-10,19734.83984375,19982.439453125,19686.5,19750.400390625,0,0.004469137663876554
2000-03-13,19731.5,19760.349609375,19060.080078125,19189.9296875,0,-0.02878811808949705
2000-03-14,19139.5703125,19335.220703125,18956.25,19141.83984375,0,-0.0025091390023642334
2000-03-15,19120.060546875,19120.060546875,18765.880859375,19078.599609375,0,-0.0033092394013354734
2000-03-16,19095.630859375,19313.1796875,18892.259765625,19253.23046875,0,0.009111595621132536
2000-03-17,19335.599609375,19573.48046875,19335.599609375,19566.3203125,0,0.01613087356156736
2000-03-21,19598.529296875,19602.359375,19455.109375,19602.359375,0,0.0018401984931605646
2000-03-22,19612.23046875,19734.4296875,19602.880859375,19733.58984375,0,0.00667231670870937
2000-03-23,19749.509765625,19762.30078125,19568.76953125,19704.599609375,0,-0.0014701607755607587
2000-03-24,19752.16015625,20012.41015625,19697.5703125,19958.080078125,0,0.012781986585731084
2000-03-27,19976.140625,20295.689453125,19880.109375,20281.029296875,0,0.01605185393258556
2000-03-28,20273.6796875,20388.1796875,20014.080078125,20374.33984375,0,0.004590326576472132
2000-03-29,20406.560546875,20809.1796875,20406.560546875,20706.650390625,0,0.016178665287734404
2000-03-30,20706.44921875,20809.7890625,20439.439453125,20441.5,0,-0.012887775421501772
2000-03-31,20371.0703125,20550.099609375,20259.349609375,20337.3203125,0,-0.0051095109350402235
2000-04-03,20327.7890625,20726.990234375,20271.919921875,20726.990234375,0,0.018979089793413426
2000-04-04,20747.8203125,20747.8203125,20536.330078125,20594.9296875,0,-0.006391813194476283
2000-04-05,20546.599609375,20654.630859375,20311.7890625,20462.76953125,0,-0.006437799253998386
2000-04-06,20476.23046875,20556.970703125,20171.619140625,20223.609375,0,-0.011756411716360425
2000-04-07,20269.58984375,20463.669921875,20252.810546875,20252.810546875,0,0.001442873504992947
2000-04-10,20368.810546875,20640.109375,20368.810546875,20619.060546875,0,0.017922340903529642
2000-04-11,20544.400390625,20656.869140625,20516.939453125,20522.51953125,0,-0.004693120324384396
2000-04-12,20475.9609375,20833.2109375,20436.740234375,20833.2109375,0,0.015025596117802615
2000-04-13,20736.400390625,20736.400390625,20385.16015625,20526.419921875,0,-0.01483555999561763
2000-04-14,20456.48046875,20604.369140625,20330.890625,20434.6796875,0,-0.004479390868248571
2000-04-17,20341.5,20341.5,18603.869140625,19008.640625,0,-0.07233979666625585
2000-04-18,19089.0,19330.400390625,18547.380859375,18969.51953125,0,-0.002060189720940529
2000-04-19,18998.060546875,19192.630859375,18794.48046875,19086.619140625,0,0.006154065180171985
2000-04-20,19041.529296875,19382.439453125,18959.3203125,18959.3203125,0,-0.006691873298630086
2000-04-21,19050.6796875,19269.060546875,18091.099609375,18252.6796875,0,-0.03798374624597744
2000-04-24,18247.48046875,18987.33984375,18247.48046875,18480.150390625,0,0.012385302759767715
2000-04-25,18433.30078125,18630.30078125,18176.830078125,18272.330078125,0,-0.011309306194839993
2000-04-26,18326.900390625,18439.1796875,17948.359375,18134.310546875,0,-0.007582143812003566
2000-04-27,18122.69921875,18245.439453125,18012.41015625,18019.169921875,0,-0.006369567344081491
2000-04-28,18035.5390625,18137.009765625,17926.4296875,17973.69921875,0,-0.00252665199529632
2000-05-01,17979.25,18403.080078125,17979.25,18403.080078125,0,0.023608511301103346
2000-05-02,18497.51953125,18586.16015625,18428.919921875,18439.359375,0,0.001969430316762857
2000-05-08,18465.7109375,18475.44921875,18189.80078125,18199.9609375,0,-0.013068028683665165
2000-05-09,18152.369140625,18152.369140625,17804.0390625,17844.5390625,0,-0.019721921245159653
2000-05-10,17799.2109375,17803.439453125,17393.58984375,17701.470703125,0,-0.00804979984409099
2000-05-11,17605.650390625,17605.650390625,16779.419921875,16882.4609375,0,-0.04737245802226909
