Date,Forecasted
2025-03-01,360.79838375674973
2025-03-02,360.5139073773905
2025-03-03,360.0704313570939
2025-03-04,359.4387875400565
2025-03-05,358.7193379110289
2025-03-06,357.9865219687757
2025-03-07,357.29558756226254
2025-03-08,356.69786178911164
2025-03-09,356.22189930982637
2025-03-10,355.746697624617
2025-03-11,355.31865686799705
2025-03-12,354.9692605562874
2025-03-13,354.57100866152604
2025-03-14,353.9950490378515
2025-03-15,353.51060719583353
2025-03-16,352.9524146542856
2025-03-17,352.43922437656454
2025-03-18,351.9808113827858
2025-03-19,351.3999693776133
2025-03-20,350.9217265790179
2025-03-21,350.5418298370665
2025-03-22,350.2425761215413
2025-03-23,349.95584954380763
2025-03-24,349.64434433478715
2025-03-25,349.36711405553683
2025-03-26,349.11407876858476
2025-03-27,348.93395456661506
2025-03-28,348.76083412485815
2025-03-29,348.50649109710673
2025-03-30,348.2241012455184
