Date,Forecasted
2025-03-01,1956.167894812706
2025-03-02,1953.1400729157697
2025-03-03,1953.0636067474202
2025-03-04,1955.9398013819446
2025-03-05,1962.596496760906
2025-03-06,1969.5520754481565
2025-03-07,1976.4478807397086
2025-03-08,1980.8373972929978
2025-03-09,1982.7025996109485
2025-03-10,1981.0689838333412
2025-03-11,1976.345460341616
2025-03-12,1970.532165447232
2025-03-13,1962.2274413384284
2025-03-14,1955.7264050271715
2025-03-15,1954.1060074319084
2025-03-16,1957.4443115928202
2025-03-17,1964.708726256221
2025-03-18,1974.2133919510259
2025-03-19,1982.8688095176942
2025-03-20,1988.502417796721
2025-03-21,1991.8620879209088
2025-03-22,1992.5245263560525
2025-03-23,1989.5042018673355
2025-03-24,1984.266106988292
2025-03-25,1978.936750352437
2025-03-26,1975.3103629887132
2025-03-27,1974.61216753473
2025-03-28,1976.1215740295459
2025-03-29,1979.967515925866
2025-03-30,1984.1771230860136
