Date,Forecasted
2025-03-01,1046.4816841113388
2025-03-02,1020.1009444068877
2025-03-03,995.6155015659634
2025-03-04,972.9483146351415
2025-03-05,952.1043860736935
2025-03-06,933.3459272805601
2025-03-07,914.4191422275629
2025-03-08,898.227275818006
2025-03-09,883.8435637915278
2025-03-10,868.961445495052
2025-03-11,853.4104423576657
2025-03-12,835.0270814958218
2025-03-13,819.0020534938213
2025-03-14,803.6326656848742
2025-03-15,790.6045493037218
2025-03-16,779.703646987627
2025-03-17,771.1461666454944
2025-03-18,763.9334607899933
2025-03-19,757.7806773186235
2025-03-20,753.2303494342024
2025-03-21,750.6663888526294
2025-03-22,747.4978315678044
2025-03-23,744.434075427992
2025-03-24,742.4430507566876
2025-03-25,739.972239726425
2025-03-26,738.4844048470861
2025-03-27,734.9240806933699
2025-03-28,731.8880499108357
2025-03-29,728.6235079863085
2025-03-30,725.401573876915
