Date,Forecasted
2025-03-01,292.7948693365413
2025-03-02,292.85341664084405
2025-03-03,292.8069651895511
2025-03-04,292.7645049720302
2025-03-05,292.5717239988505
2025-03-06,292.68266854844825
2025-03-07,292.5782646292753
2025-03-08,292.50160564619694
2025-03-09,292.3473965251907
2025-03-10,292.23156349311085
2025-03-11,292.02498381747233
2025-03-12,291.7602476756307
2025-03-13,291.58688308011733
2025-03-14,291.4306414176371
2025-03-15,291.29025078333507
2025-03-16,291.1228255181023
2025-03-17,290.8367027843675
2025-03-18,290.6799981154024
2025-03-19,290.43816387087514
2025-03-20,290.4034024119223
2025-03-21,290.41380374783546
2025-03-22,290.5707317656845
2025-03-23,290.61348467872693
2025-03-24,290.7625225865292
2025-03-25,290.7146984467478
2025-03-26,290.6321282367123
2025-03-27,290.42375628430636
2025-03-28,290.2109872507343
2025-03-29,289.7580565539613
2025-03-30,289.23902200235324
